ID,ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
82,68 WATER,FRAMINGHAM,,25-Mar-13,3
83,2365 PROVIDENCE,NORTHBRIDGE,,8-Apr-13,3
84,401 STATE,DARTMOUTH,,11-Apr-13,3
85,299 CONCORD,CAMBRIDGE,,12-Apr-13,3
86,CHANDLER,WORCESTER,,26-Apr-13,3
87,32 SULLIVAN,MILLBURY,,29-Apr-13,3
88,185 E-MAIN,MILFORD,,8-May-13,3
89,332 IRVING,FRAMINGHAM,,9-May-13,3
90,39 CHICKERING,DEDHAM,,13-May-13,3
91,CHICKERING,DEDHAM,,13-May-13,3
92,12-14 CHURCH,DEDHAM,,14-May-13,3
93,108 ELM,WORCESTER,,14-May-13,3
94,70 ELM,WORCESTER,,14-May-13,3
95,76 ELM,WORCESTER,,14-May-13,3
96,178 COLBURN,DEDHAM,,20-May-13,3
97,33 CHICKERING,DEDHAM,,30-May-13,3
98,SUMMER,NEW BEDFORD,,3-Jun-13,3
99,200 HOMER,ASHLAND,,5-Jun-13,3
100,25 HUNNEWELL,WORCESTER,,13-Jun-13,3
101,57 OTIS,CAMBRIDGE,,9-Jul-13,3
102,41 HACKER,FAIRHAVEN,,16-Jul-13,3
103,9 COLONIAL,SHREWSBURY,,18-Jul-13,3
104,90 SIXTH,CAMBRIDGE,,24-Jul-13,3
105,OPP 3 PLEASANT,FAIRHAVEN,,25-Jul-13,3
106,746 MILL,MARION,,25-Jul-13,3
107,1493 RIVER,HYDE PARK,,5-Aug-13,3
108,10 RICE,HUDSON,,20-Aug-13,3
109,238 BEACON,FRAMINGHAM,,27-Aug-13,3
110,MULBERRY,WORCESTER,,27-Aug-13,3
111,103B BEAVER-TERRACE,FRAMINGHAM,,28-Aug-13,3
112,73 A&B BEAVER-TERRACE,FRAMINGHAM,,28-Aug-13,3
113,7 BISHOP,FRAMINGHAM,,29-Aug-13,3
114,104 MILL,WORCESTER,,29-Aug-13,3
115,103 WILLIAM,HYDE PARK,,30-Aug-13,3
116,PENNIMAN,NEW BEDFORD,@ MYRTLE STREET,18-Sep-13,3
117,75 JOSEPH,FRAMINGHAM,,7-Oct-13,3
118,18 LAVERDURE,FRAMINGHAM,,7-Oct-13,3
119,LARIVIERE,FRAMINGHAM,,8-Oct-13,3
120,4 LINWOOD,FRAMINGHAM,,8-Oct-13,3
121,1 MARBLE,FRAMINGHAM,,9-Oct-13,3
122,75 MAYNARD,FRAMINGHAM,,9-Oct-13,3
123,47 MELLEN,FRAMINGHAM,,10-Oct-13,3
124,12 NORTH,FRAMINGHAM,,10-Oct-13,3
125,46 SUMMIT,MARLBORO,,10-Oct-13,3
126,33 PARKER,FRAMINGHAM,,11-Oct-13,3
127,260 SHREWSBURY,BOYLSTON,,15-Oct-13,3
128,50 SHREWSBURY,BOYLSTON,,15-Oct-13,3
129,16 RUSSELL,FRAMINGHAM,,15-Oct-13,3
130,700 SALEM-END,FRAMINGHAM,,15-Oct-13,3
131,33 SUMMER,FRAMINGHAM,,17-Oct-13,3
132,120 WARREN,FRAMINGHAM,,18-Oct-13,3
133,140 WARREN,FRAMINGHAM,,18-Oct-13,3
134,HOLDEN,SHREWSBURY,,18-Oct-13,3
135,TRIPP,DARTMOUTH,,21-Oct-13,3
136,60 WILSON,FRAMINGHAM,,21-Oct-13,3
137,144 BEACON,WORCESTER,,21-Oct-13,3
138,3 WINTER,FRAMINGHAM,,24-Oct-13,3
139,110 PROSPECT,DARTMOUTH,,29-Oct-13,3
140,61 PROSPECT,DARTMOUTH,,29-Oct-13,3
141,80 PROSPECT,DARTMOUTH,,29-Oct-13,3
142,19-21 QUEEN,WORCESTER,,31-Oct-13,3
143,626 SLOCUM,DARTMOUTH,,4-Nov-13,3
144,40 MAY,WORCESTER,,4-Nov-13,3
145,75-79 MOUNT AUBURN,CAMBRIDGE,,8-Nov-13,3
146,391 STATE,DARTMOUTH,,8-Nov-13,3
147,STATE,DARTMOUTH,,13-Nov-13,3
148,411 STATE,DARTMOUTH,,14-Nov-13,3
149,429 MAIN,HUDSON,,14-Nov-13,3
150,863 CENTRAL,FRAMINGHAM,,15-Nov-13,3
151,401 MEDFORD,SOMERVILLE,,15-Nov-13,3
152,125 VERNON,WORCESTER,,20-Nov-13,3
153,READVILLE,HYDE PARK,,22-Nov-13,3
154,PHILLIPS-BROOK,WESTWOOD,,25-Nov-13,3
155,179 PORTER,WESTWOOD,,25-Nov-13,3
156,128 FEARING,WESTWOOD,,26-Nov-13,3
157,FEARING,WESTWOOD,,26-Nov-13,3
158,6 HAWKTREE,WESTWOOD,,26-Nov-13,3
159,265 WASHINGTON,WESTWOOD,,26-Nov-13,3
160,2 DOVER,DOVER,,27-Nov-13,3
161,27 LORING,WESTWOOD,,27-Nov-13,3
162,16 WESTBROOK,WESTWOOD,,27-Nov-13,3
163,34 COVE,DARTMOUTH,,2-Dec-13,3
164,28 THOMPSON,HYDE PARK,,3-Dec-13,3
165,GARDEN,CAMBRIDGE,,5-Dec-13,3
166,1084 TRUMAN,HYDE PARK,,9-Dec-13,3
167,TRUMAN,HYDE PARK,,9-Dec-13,3
168,22 WASHINGTON,HYDE PARK,,10-Dec-13,3
169,315-323 WEST,HYDE PARK,,10-Dec-13,3
170,PLEASANT,NATICK,@ MILL LANE,10-Dec-13,3
171,954 WEBSTER,NEEDHAM,,12-Dec-13,3
172,HIGHLAND,NEEDHAM,,19-Dec-13,3
173,BRATTLE,CAMBRIDGE,,14-Jan-14,3
174,13 MISHAWUM,DARTMOUTH,,21-Jan-14,3
175,10 HAMLET,FAIRHAVEN,,25-Feb-14,3
176,40-47 AGNES,FRAMINGHAM,,19-Mar-14,3
177,63-67 HIGLEY,ASHLAND,,25-Mar-14,3
178,2 SOL-E-MAR,DARTMOUTH,,25-Mar-14,3
179,69 ERNEST,WORCESTER,,26-Mar-14,3
180,399 WHITNEY,NORTHBORO,,28-Mar-14,3
181,34 BOW,SOMERVILLE,,1-Apr-14,3
182,FORT-MEADOW,HUDSON,@ CHAMPLAIN DRIVE,3-Apr-14,3
183,101 SOUTHBRIDGE,AUBURN,,7-Apr-14,3
184,65 SOUTHBRIDGE,AUBURN,,7-Apr-14,3
185,596 WAVERLY,FRAMINGHAM,,7-Apr-14,3
186,176 RESERVOIR,HOLDEN,,7-Apr-14,3
187,KEMPTON,NEW BEDFORD,@ BUTTONWOOD STREET,7-Apr-14,3
188,KEMPTON,NEW BEDFORD,@ ILLION STREET,7-Apr-14,3
189,14 W-BOYLSTON,WORCESTER,,7-Apr-14,3
190,ENNEKING,HYDE PARK,,8-Apr-14,3
191,177 S-MAIN,ACUSHNET,,9-Apr-14,3
192,376 SOUTHBRIDGE,AUBURN,,9-Apr-14,3
193,18-20 RALDNE,HYDE PARK,,9-Apr-14,3
194,385 SOUTHBRIDGE,AUBURN,,10-Apr-14,3
195,19-21 SILVIA,HYDE PARK,,10-Apr-14,3
196,492 CONCORD,FRAMINGHAM,,11-Apr-14,3
197,541 CONCORD,FRAMINGHAM,,11-Apr-14,3
198,15 FARRIN,HYDE PARK,,11-Apr-14,3
199,35 SANFORD,HYDE PARK,,11-Apr-14,3
200,39 SANFORD,HYDE PARK,,11-Apr-14,3
201,55 SAFFORD,HYDE PARK,@ ERNEST AVENUE,11-Apr-14,3
202,20 HARTWELL,WEST BOYLSTON,,14-Apr-14,3
203,HASTINGS,WORCESTER,@ W. BOYLSTON STREET,14-Apr-14,3
204,29 NORTH MAIN,MILLBURY,,15-Apr-14,3
205,2512 MASSACHUSETTS,CAMBRIDGE,,16-Apr-14,3
206,204 GARFIELD,HYDE PARK,,16-Apr-14,3
207,70 WORCESTER,MILLBURY,,16-Apr-14,3
208,BROADWAY,SOMERVILLE,@ BOSTON AVENUE,17-Apr-14,3
209,94 TAUNTON,MATTAPAN,,18-Apr-14,3
210,WHEELOCK,MILLBURY,@ 238 MILLBURY AVENUE,18-Apr-14,3
211,172 LINCOLN,WORCESTER,,18-Apr-14,3
212,980 PLEASANT,FRAMINGHAM,,22-Apr-14,3
213,160 COCHITUATE,FRAMINGHAM,,24-Apr-14,3
214,78 PIERCE,WEST BOYLSTON,,24-Apr-14,3
215,5 BEECHMONT,HYDE PARK,,25-Apr-14,3
216,2222 MASSACHUSETTS,CAMBRIDGE,,28-Apr-14,3
217,GRAFTON,WORCESTER,@ MASSASOIT ROAD,28-Apr-14,3
218,GRAFTON,WORCESTER,@ HOUGHTON STREET,28-Apr-14,3
219,716 GRAFTON,WORCESTER,,29-Apr-14,3
220,6 SALFORD,WORCESTER,,29-Apr-14,3
221,QUINAPOXET,WORCESTER,,30-Apr-14,3
222,22 ROLLINSON,WORCESTER,,30-Apr-14,3
223,9 VARNUM,WORCESTER,,30-Apr-14,3
224,WAYNE,WORCESTER,,30-Apr-14,3
225,3 WYOLA,WORCESTER,,30-Apr-14,3
226,36 RIVER,DEDHAM,,1-May-14,3
227,51 COMO,HYDE PARK,,1-May-14,3
228,54 COMO,HYDE PARK,,1-May-14,3
229,61 MAIN,MILFORD,,1-May-14,3
230,187 ST-NICHOLAS,WORCESTER,,1-May-14,3
231,142 WILDWOOD,WORCESTER,,1-May-14,3
232,WILDWOOD,WORCESTER,,1-May-14,3
233,WOODLAND,WORCESTER,,1-May-14,3
234,702-706 TRUMAN,HYDE PARK,,2-May-14,3
235,373 BELLEVILLE,NEW BEDFORD,,2-May-14,3
236,395 BELLEVILLE,NEW BEDFORD,,2-May-14,3
237,5 ST-NICHOLAS,WORCESTER,,3-May-14,3
238,203 MAIN,MILFORD,,5-May-14,3
239,37 PLEASANT,PLYMOUTH,,5-May-14,3
240,50 ORCHARD,DEDHAM,,6-May-14,3
241,99 WILLIS,NEW BEDFORD,,6-May-14,3
242,96 TEMPLE,WEST BOYLSTON,,6-May-14,3
243,250 WORCESTER,WEST BOYLSTON,,6-May-14,3
244,124 MILLBURY,WORCESTER,,6-May-14,3
245,48 MILLBURY,WORCESTER,,6-May-14,3
246,829-881 WORCESTER,NATICK,,7-May-14,3
247,POPLAR,NEW BEDFORD,,7-May-14,3
248,111 WORCESTER,WEST BOYLSTON,,7-May-14,3
249,21-22 HAMLET,FAIRHAVEN,,8-May-14,3
250,579-603 WORCESTER,NATICK,,8-May-14,3
251,679 WORCESTER,NATICK,,8-May-14,3
252,66 BIRCHWOOD,NEW BEDFORD,,8-May-14,3
253,54 GREENBRIER,NEW BEDFORD,,8-May-14,3
254,895 HILLCREST,NEW BEDFORD,,8-May-14,3
255,941 HILLCREST,NEW BEDFORD,,8-May-14,3
256,955 HILLCREST,NEW BEDFORD,,8-May-14,3
257,18 LONGVIEW,NEW BEDFORD,,8-May-14,3
258,25 MAXINE,NEW BEDFORD,,8-May-14,3
259,701 PINE-HILL,NEW BEDFORD,,8-May-14,3
260,709 PINE-HILL,NEW BEDFORD,,8-May-14,3
261,821 PINE-HILL,NEW BEDFORD,,8-May-14,3
262,918 PINE-HILL,NEW BEDFORD,,8-May-14,3
263,119 CENTRAL,WEST BOYLSTON,,8-May-14,3
264,43 WORCESTER,WEST BOYLSTON,,8-May-14,3
265,64 GREEN,WORCESTER,,8-May-14,3
266,LAKEWOOD,WORCESTER,,8-May-14,3
267,3660 ACUSHNET,NEW BEDFORD,,9-May-14,3
268,104 BISMARK,NEW BEDFORD,,9-May-14,3
269,1067 CHURCHILL,NEW BEDFORD,,9-May-14,3
270,CHURCHILL,NEW BEDFORD,,9-May-14,3
271,1052 PLEASANT,WORCESTER,,9-May-14,3
272,1008 PLEASANT,FRAMINGHAM,,10-May-14,3
273,4 REGENT,WORCESTER,,12-May-14,3
274,1 RICH,WORCESTER,,12-May-14,3
275,80 RICHMOND,WORCESTER,,12-May-14,3
276,16 WABASH,WORCESTER,,12-May-14,3
277,20 WABASH,WORCESTER,,12-May-14,3
278,26 WABASH,WORCESTER,,12-May-14,3
279,NEAR 59 TARKILN,NEW BEDFORD,,13-May-14,3
280,215 CARVER,PLYMOUTH,,13-May-14,3
281,6 CHURCH,WEST BOYLSTON,,13-May-14,3
282,106 KENBERMA,WORCESTER,,13-May-14,3
283,385 PLEASANT,WORCESTER,,13-May-14,3
284,72 PLEASANT,WORCESTER,,13-May-14,3
285,PLEASANT,WORCESTER,@ WINSLOW STREET,13-May-14,3
286,42 MAPLE,CAMBRIDGE,,14-May-14,3
287,2294 MASSACHUSETTS,CAMBRIDGE,,14-May-14,3
288,1117 CHAFFEE,NEW BEDFORD,,14-May-14,3
289,DEWEY,NEW BEDFORD,,14-May-14,3
290,1129 JOYCE,NEW BEDFORD,,14-May-14,3
291,902 TERRY,NEW BEDFORD,,14-May-14,3
292,1101 VICTORIA,NEW BEDFORD,,14-May-14,3
293,60 LOXWOOD,WORCESTER,,14-May-14,3
294,36 BELKNAP,DEDHAM,,15-May-14,3
295,119 LOWELL,NEW BEDFORD,,15-May-14,3
296,53 MARY,NEW BEDFORD,,15-May-14,3
297,69 MARY,NEW BEDFORD,,15-May-14,3
298,332 PRESCOTT,NEW BEDFORD,,15-May-14,3
299,551 TARKILN-HILL,NEW BEDFORD,,15-May-14,3
300,TARKILN-HILL,NEW BEDFORD,,15-May-14,3
301,TARKILN-HILL,NEW BEDFORD,,15-May-14,3
302,TARKILN-HILL,NEW BEDFORD,,15-May-14,3
303,WORCESTER,NEW BEDFORD,,15-May-14,3
304,769 NEW-PLAINVILLE,NEW BEDFORD,,16-May-14,3
305,5 BOWEN,WEST BOYLSTON,,16-May-14,3
306,28 EDNA,NEW BEDFORD,,19-May-14,3
307,118 IRVINGTON,NEW BEDFORD,,19-May-14,3
308,IRVINGTON,NEW BEDFORD,,19-May-14,3
309,IRVINGTON,NEW BEDFORD,,19-May-14,3
310,41 MAYWOOD,NEW BEDFORD,,19-May-14,3
311,239 PRINCETON,NEW BEDFORD,,19-May-14,3
312,366 CONDUIT,NEW BEDFORD,,20-May-14,3
313,45 ETHEL,NEW BEDFORD,,20-May-14,3
314,963 HOMESTEAD,NEW BEDFORD,,20-May-14,3
315,997 LLOYD,NEW BEDFORD,,20-May-14,3
316,LLOYD,NEW BEDFORD,,20-May-14,3
317,975 STRATFORD,NEW BEDFORD,,20-May-14,3
318,981 STRATFORD,NEW BEDFORD,,20-May-14,3
319,2208 PROVIDENCE,NORTHBRIDGE,,20-May-14,3
320,RIVER,HYDE PARK,@ WOOD AVENUE,21-May-14,3
321,878 BELLEVILLE,NEW BEDFORD,,21-May-14,3
322,900 BELLEVILLE,NEW BEDFORD,,21-May-14,3
323,906 BELLEVILLE,NEW BEDFORD,,21-May-14,3
324,BELLEVILLE,NEW BEDFORD,,21-May-14,3
325,5 BREWSTER,NEW BEDFORD,,21-May-14,3
326,59 BREWSTER,NEW BEDFORD,,21-May-14,3
327,BROOKLAWN,NEW BEDFORD,,21-May-14,3
328,57 SYLVIA,NEW BEDFORD,,21-May-14,3
329,WOOD,NEW BEDFORD,,21-May-14,3
330,19-21 WOODS,SOMERVILLE,,21-May-14,3
331,59-61 WOODS,SOMERVILLE,,21-May-14,3
332,9-11 WOODS,SOMERVILLE,,21-May-14,3
333,115 CHANDLER,WORCESTER,,21-May-14,3
334,CHANDLER,WORCESTER,@ QUEEN STREET,21-May-14,3
335,744 BELLEVILLE,NEW BEDFORD,,22-May-14,3
336,786 BELLEVILLE,NEW BEDFORD,,22-May-14,3
337,BELLEVILLE,NEW BEDFORD,@ HOWARD STREET,22-May-14,3
338,210-212 BRANSCOMB,NEW BEDFORD,,22-May-14,3
339,73 BRANSCOMB,NEW BEDFORD,,22-May-14,3
340,BRANSCOMB,NEW BEDFORD,,22-May-14,3
341,31-37 COVELL,NEW BEDFORD,,22-May-14,3
342,88 COVELL,NEW BEDFORD,,22-May-14,3
343,313 HERSOM,NEW BEDFORD,,22-May-14,3
344,9 HOLDEN,NEW BEDFORD,,22-May-14,3
345,313 TARKILN-HILL,NEW BEDFORD,,22-May-14,3
346,TARKILN-HILL,NEW BEDFORD,,22-May-14,3
347,TARKILN-HILL,NEW BEDFORD,@ CONDUIT STREET,22-May-14,3
348,TARKILN-HILL,NEW BEDFORD,,22-May-14,3
349,217 E-UNION,ASHLAND,,23-May-14,3
350,10 HIGLEY,ASHLAND,,23-May-14,3
351,18 HIGLEY,ASHLAND,,23-May-14,3
352,63 HIGLEY,ASHLAND,,23-May-14,3
353,166 POND,ASHLAND,,23-May-14,3
354,51-69 POND,ASHLAND,,23-May-14,3
355,74 SUMMER,ASHLAND,,23-May-14,3
356,CONCORD,CAMBRIDGE,@ HURON AVENUE,23-May-14,3
357,695 TRUMAN,HYDE PARK,,23-May-14,3
358,107 CENTRAL,NEW BEDFORD,,23-May-14,3
359,173 CENTRAL,NEW BEDFORD,,23-May-14,3
360,CENTRAL,NEW BEDFORD,,23-May-14,3
361,CENTRAL,NEW BEDFORD,,23-May-14,3
362,250 CHURCH,NEW BEDFORD,,23-May-14,3
363,CLIFFORD,NEW BEDFORD,@ 506 ASHLEY BOULEVARD,23-May-14,3
364,149 QUERY,NEW BEDFORD,,23-May-14,3
365,237 QUERY,NEW BEDFORD,,23-May-14,3
366,SHAW,NEW BEDFORD,,23-May-14,3
367,414 CHANDLER,WORCESTER,,23-May-14,3
368,124 RUSSELL,WORCESTER,,23-May-14,3
369,128 RUSSELL,WORCESTER,,23-May-14,3
370,7 ST-ELMO,WORCESTER,,23-May-14,3
371,37 SUFFOLK,DARTMOUTH,,27-May-14,3
372,48 SUFFOLK,DARTMOUTH,,27-May-14,3
373,496 ASHLEY,NEW BEDFORD,,27-May-14,3
374,ASHLEY,NEW BEDFORD,,27-May-14,3
375,103 BELLEVILLE,NEW BEDFORD,,27-May-14,3
376,EUGENIA,NEW BEDFORD,,27-May-14,3
377,141 HATCH,NEW BEDFORD,,27-May-14,3
378,HATCH,NEW BEDFORD,,27-May-14,3
379,95 HATCH,NEW BEDFORD,,27-May-14,3
380,198 WHITMAN,NEW BEDFORD,,27-May-14,3
381,201-203 WHITMAN,NEW BEDFORD,,27-May-14,3
382,CAMBRIDGE,WORCESTER,@ SOUTHBRIDGE STREET,27-May-14,3
383,26 DERBY,WORCESTER,,27-May-14,3
384,10 BIRCH-HILL,ASHLAND,,28-May-14,3
385,CEDAR-HILL,ASHLAND,,28-May-14,3
386,14 COLUMBUS,ASHLAND,,28-May-14,3
387,FRUIT,ASHLAND,,28-May-14,3
388,FRUIT,ASHLAND,,28-May-14,3
389,404 NASH,NEW BEDFORD,,28-May-14,3
390,140 PITMAN,NEW BEDFORD,,28-May-14,3
391,15A ELM,SOMERVILLE,,28-May-14,3
392,20 ELM,SOMERVILLE,,28-May-14,3
393,16 JONES,WORCESTER,,28-May-14,3
394,JONES,WORCESTER,@ 32 HEYWOOD STREET,28-May-14,3
395,84 LOXWOOD,WORCESTER,,28-May-14,3
396,39 RIDGEWOOD,WORCESTER,,28-May-14,3
397,43 RIDGEWOOD,WORCESTER,,28-May-14,3
398,45 RIDGEWOOD,WORCESTER,,28-May-14,3
399,42 ROWENA,WORCESTER,,28-May-14,3
400,70 HATHAWAY,DARTMOUTH,,29-May-14,3
401,88 HATHAWAY,DARTMOUTH,,29-May-14,3
402,70 EARLE,NEW BEDFORD,,29-May-14,3
403,80 EARLE,NEW BEDFORD,,29-May-14,3
404,HATHAWAY,NEW BEDFORD,,29-May-14,3
405,43-45 MADEIRA,NEW BEDFORD,,29-May-14,3
406,248 LINCOLN,WORCESTER,,29-May-14,3
407,349 BELLEVILLE,NEW BEDFORD,,30-May-14,3
408,BULLARD,NEW BEDFORD,,30-May-14,3
409,173 LANCASTER,WEST BOYLSTON,,30-May-14,3
410,243 LANCASTER,WEST BOYLSTON,,30-May-14,3
411,112 GROVE,WORCESTER,,30-May-14,3
412,54 BRYANT,DARTMOUTH,,2-Jun-14,3
413,598 SLOCUM,DARTMOUTH,,2-Jun-14,3
414,SPEEN,NATICK,@ FRANCES AVENUE,2-Jun-14,3
415,5 ROCKDALE,NEW BEDFORD,,2-Jun-14,3
416,SAWYER,NEW BEDFORD,,2-Jun-14,3
417,10 MULHALL,ASHLAND,,3-Jun-14,3
418,16 DELANO,DARTMOUTH,,3-Jun-14,3
419,25 DELANO,DARTMOUTH,,3-Jun-14,3
420,8 DELANO,DARTMOUTH,,3-Jun-14,3
421,131 ELM,DARTMOUTH,,3-Jun-14,3
422,137 ELM,DARTMOUTH,,3-Jun-14,3
423,165-189 ELM,DARTMOUTH,,3-Jun-14,3
424,18 ELM,DARTMOUTH,,3-Jun-14,3
425,263 ELM,DARTMOUTH,,3-Jun-14,3
426,7 ELM,DARTMOUTH,,3-Jun-14,3
427,COUNTY,NEW BEDFORD,,3-Jun-14,3
428,MYRTLE,NEW BEDFORD,,3-Jun-14,3
429,689 SUMMER,NEW BEDFORD,,3-Jun-14,3
430,276 SUMMER,SOMERVILLE,,3-Jun-14,3
431,SUMMER,SOMERVILLE,,3-Jun-14,3
432,120 EASTON,NEW BEDFORD,,4-Jun-14,3
433,228 HIGHLAND,NEW BEDFORD,,4-Jun-14,3
434,HIGHLAND,NEW BEDFORD,@ SAWYER STREET,4-Jun-14,3
435,SHAWMUT,NEW BEDFORD,,4-Jun-14,3
436,SHAWMUT,NEW BEDFORD,,4-Jun-14,3
437,87 SUTTON,NEW BEDFORD,,4-Jun-14,3
438,TOPHAM,NEW BEDFORD,@ HIGHLAND STREET,4-Jun-14,3
439,50-52 SPENCER,SOMERVILLE,,4-Jun-14,3
440,84 PINEHILL,ASHLAND,,5-Jun-14,3
441,108 WAVERLY,ASHLAND,,5-Jun-14,3
442,114 WAVERLY,ASHLAND,,5-Jun-14,3
443,WAVERLY,ASHLAND,,5-Jun-14,3
444,WINTER,ASHLAND,,5-Jun-14,3
445,1 MIDDLE,NEW BEDFORD,,5-Jun-14,3
446,17 BOW-STREET,SOMERVILLE,,5-Jun-14,3
447,BECKMAN,WORCESTER,,5-Jun-14,3
448,42 SEMINOLE,WORCESTER,,5-Jun-14,3
449,51 SEMINOLE,WORCESTER,,5-Jun-14,3
450,4 S-LENOX,WORCESTER,,5-Jun-14,3
451,60 S-LUDLOW,WORCESTER,,5-Jun-14,3
452,S-LUDLOW,WORCESTER,,5-Jun-14,3
453,16 S-WARD,WORCESTER,,5-Jun-14,3
454,UPSALA,WORCESTER,,5-Jun-14,3
455,WOODWARD,WORCESTER,,5-Jun-14,3
456,1 ERIC,DARTMOUTH,,6-Jun-14,3
457,596 HATHAWAY,NEW BEDFORD,,6-Jun-14,3
458,670 HATHAWAY,NEW BEDFORD,,6-Jun-14,3
459,HATHAWAY,NEW BEDFORD,,6-Jun-14,3
460,167 POTTER,NEW BEDFORD,,6-Jun-14,3
461,114-116 W-HILL,NEW BEDFORD,,6-Jun-14,3
462,214 AUSTIN,WORCESTER,,6-Jun-14,3
463,140 CHICKERING,DEDHAM,,9-Jun-14,3
464,227 PINE,DEDHAM,,9-Jun-14,3
465,20 OXFORD,NATICK,,9-Jun-14,3
466,27 WELLESLEY,NATICK,,9-Jun-14,3
