ID,COMPOUND ADDRESS,ADDRESS,TOWN,INTERSECTION,DATE REPAIRED,GRADE
a820107fcf1e094703ad876688f53a82,72 CURRAN RD LYNN MA,72 CURRAN RD,LYNN,,2/4/16,2A
3277495eee182d7d1f67d1d68551982b,72 HIGH ST CHARLESTOWN MA,72 HIGH ST,CHARLESTOWN,,5/19/16,1
d884f8c3bd96bd43cfd513a625e50a29,72 HIGHLAND AVE LYNN MA,72 HIGHLAND AVE,LYNN,,3/10/16,1
0e3f06644cece4f0e9f1c04aa3dc6d58,72 MAIN ST QUINCY MA,72 MAIN ST,QUINCY,,11/15/16,2
5ed3a54a7dac4a7af87b24656613766f,72 PEARL ST NEWTON MA,72 PEARL ST,NEWTON,,8/11/16,2
add3002738c10bf9887d9109652c757f,72 PERKINS ST CHARLESTOWN MA,72 PERKINS ST,CHARLESTOWN,,7/1/16,1
8369998a494ea35471e64df7f8accb33,72 PINE HAVEN CIR ROCKLAND MA,72 PINE HAVEN CIR,ROCKLAND,,7/27/16,3
cbfa2950d9e5cd1a619d12c98df554b8,72 PROSPECT AVE NORWOOD MA,72 PROSPECT AVE,NORWOOD,,2/3/16,2
c03d54602ae3fa3d55162ac27c2893ac,72 ROBINWOOD AVE JAMAICA PLAIN MA,72 ROBINWOOD AVE,JAMAICA PLAIN,,12/22/16,1
356705aac9120d5d18daf9662aa839dc,72 SAVIN HILL AVE DORCHESTER MA,72 SAVIN HILL AVE,DORCHESTER,,8/24/16,2
3ebfa3f2731454756b839b97cc51bf6d,72 SHARP ST HINGHAM MA,72 SHARP ST,HINGHAM,,1/15/16,1
a170a957bb77b6608ac3587fbafce4f6,72 SHIRLEY ST QUINCY MA,72 SHIRLEY ST,QUINCY,,1/5/16,1
72cf2aa96c411204811a63560f854f0d,72 SPENCER ST LYNN MA,72 SPENCER ST,LYNN,,6/1/16,1
