TOWN,ADDRESS,CROSS ST,LEAK GRADE,DATE REPORTED,NOTE
HOPKINTON,MCKAY,@ CHESTNUT ST,3,11/16/2016,
MARLBORO,MEADOW,,3,12/01/2014,
HOPKINTON,MECHANIC,@ WOOD ST,3,08/22/2014,
SOMERVILLE,MEDFORD,@ GORE ST,3,12/09/2016,
HOPEDALE,MENDON,@ HIGHLAND ST,3,10/22/2014,
NEW BEDFORD,MERIAM,@ MORELANDS TER,3,10/21/2016,
NEW BEDFORD,MERIAM,@ MORELANDS TER,3,10/21/2016,
WORCESTER,MERRILL,@ BOARDMAN ST,3,08/27/2015,
NEW BEDFORD,MERRIMAC,@ CHESTNUT ST,3,08/17/2016,
NATICK,MICHIGAN,@ OAK ST,3,12/01/2016,
ACUSHNET,MIDDLE,@ MYRTLE AVE,3,08/20/2014,
ACUSHNET,MIDDLE,,3,08/20/2014,
FAIRHAVEN,MILL,@ EDDY ST,3,09/15/2016,
FAIRHAVEN,MILL,@ EDDY ST,3,09/15/2016,
FAIRHAVEN,MILL,,3,06/22/2015,@ OPP POLE 166/15
FAIRHAVEN,MILL,,3,08/01/2014,@ POLE 166/12
FAIRHAVEN,MILL,,3,10/30/2015,@ S OF POLE 166/15
MILLBURY,MILLBURY,@ GLEN AVE,3,10/14/2016,
MILLBURY,MILLBURY,@ WHEELOCK AVE,3,06/20/2016,
HYDE PARK,MILTON,@ SUMMIT ST,3,12/08/2016,
WORCESTER,MINTHORNE,@ OLIVE ST,3,10/05/2015,
WORCESTER,MONTICELLO,@ DELAWANDA DR,3,07/30/2015,
CAMBRIDGE,MOUNT AUBURN,,3,12/29/2015,
CAMBRIDGE,MOUNT AUBURN,,3,12/29/2015,
NEW BEDFORD,MOUNT PLEASANT,@ PENNIMAN ST,3,06/11/2014,
FAIRHAVEN,NANCY,@ MINA ST,3,06/22/2015,
UPTON,21 STATION,,3,08/11/2016,
NEW BEDFORD,59 TARKILN,,3,05/13/2014,
DEDHAM,NEEDHAM,@ BRIDGE ST,3,10/27/2015,
WEST BOYLSTON,NEWTON,@ PROSPECT ST,3,11/25/2014,
WORCESTER,NONQUIT,@ COBURN AVE,3,12/05/2016,
HOLLISTON,NORFOLK,@ PATOMA PK,3,09/30/2015,
MATTAPOISETT,NORTH,@ EDGEWOOD LN,3,08/02/2016,
NEW BEDFORD,NORTH,@ EDGEWOOD LN,3,07/11/2016,
WORCESTER,NORTH,@ POWERS CT,3,10/17/2014,
MILLBURY,NORTH MAIN,@ FARNSWORTH CT,3,11/17/2014,
NORTHBRIDGE,NORTH MAIN,@ OVERLOOK ST,3,04/20/2016,
HOPEDALE,NORTHROP,@ DUTCHER ST,3,06/26/2014,
WORCESTER,NOTTINGHAM,@ HAZELWOOD RD,3,10/17/2014,
NEW BEDFORD,NYE,@ ACUSHNET AVE,3,10/24/2016,
WORCESTER,OLD BROOK,@ MORELAND ST,3,10/27/2016,
FRAMINGHAM,OLD CONNECTICUT,@ SEALTEST DR,3,10/20/2014,
WORCESTER,OLGA,@ ADOLPH ST,3,09/22/2014,
CAMBRIDGE,1208 MASSACHUSETTS,,3,06/10/2016,
SOMERVILLE,15 VINAL,,3,07/29/2015,
WORCESTER, 196 PARK,,3,05/28/2015,
WORCESTER,205 LINCOLN,,3,11/05/2014,
WORCESTER, 23 BRISTOL,,3,09/25/2014,
WORCESTER, 249 CAMBRIDGE,,3,09/12/2016,
WORCESTER, 263 CHANDLER,,3,10/01/2014,
WORCESTER, 284 LAKE,,3,09/29/2014,
SOMERVILLE, 286 BEACON,,3,09/02/2014,
WORCESTER, 2A SOUTH EDLIN,,3,06/23/2016,
MILLBURY, 3 CANAL,,3,11/06/2014,
WORCESTER, 32 EAGLE,,3,12/02/2014,
WORCESTER,36 MONROE,,3,10/21/2014,
WORCESTER, 42 SEMINOLE,,3,05/31/2016,
WORCESTER, 44 LUDLOW,,3,12/27/2016,
WORCESTER,442 PARK,,3,11/03/2014,
WORCESTER, 46 EAGLE,,3,12/02/2014,
WORCESTER, 60 BEECHING,,3,08/19/2014,
WORCESTER, 62 BEECHING,,3,05/27/2015,
WORCESTER, 82 IDALLA,,3,12/10/2014,
WORCESTER, 9 AIRLIE,,3,08/12/2014,
WORCESTER, 96 ARARAT,,3,08/14/2014,
KINGSTON, 96 MAIN,,3,10/04/2016,
AUBURN,OXFORD,@ BOYCE ST,3,10/18/2016,
DEDHAM,PACELLA,@ FAY RD,3,09/23/2016,
HUDSON,PACKARD,@ COTTAGE ST,3,09/02/2016,
HUDSON,PACKARD,@ WILSON ST,3,08/26/2014,
WORCESTER,PAINE,@ VINTON ST,3,10/16/2014,
FRAMINGHAM,PALMER,@ CONCORD ST,2,10/18/2016,
WORCESTER,PARK,@ BEAVER BRK PKWY,3,10/23/2014,
WORCESTER,PARK,@ CHANDLER ST,3,11/03/2014,
WORCESTER,PARK,@ INSTITUTE RD,3,10/23/2014,
WORCESTER,PARK,@ MAY ST,3,05/27/2015,
NATICK,PARK,@ WORCESTER RD (EB),2,04/08/2016,
WORCESTER,PARK TERRACE,@ HEYWOOD ST,3,12/04/2014,
DEDHAM,PAUL,@ TURNER ST,3,09/28/2016,
HOLLISTON,PAUL,@ WASHINGTON ST,3,06/28/2016,
CAMBRIDGE,PEARL,@ PUTNAM AVE,3,10/14/2014,
KINGSTON,PEARL,@ CENTERHILL RD,3,05/26/2015,
WORCESTER,PERKINS,@ LINCOLN ST,3,10/07/2014,
WESTWOOD,PHILLIPS BROOKS,@ DOWNEY ST,3,11/25/2013,
WORCESTER,PLANTATION,@ AITCHISION ST,3,09/29/2015,
WORCESTER,PLANTATION,@ HAMILTON ST,3,09/30/2014,
WORCESTER,PLANTATION,@ MARLBORO ST,3,10/31/2014,
WORCESTER,PLANTATION,@ NORTHBORO ST,3,11/04/2014,
WORCESTER,PLANTATION,@ SOLFERINO ST,3,11/04/2014,
WORCESTER,PLEASANT,@ FEDERAL PL,3,10/27/2014,
WORCESTER,PLEASANT,@ HOWLAND TERR,3,12/27/2016,
WORCESTER,PLEASANT,@ IOWA ST,3,10/30/2014,
WORCESTER,PLEASANT,@ LAUF ST,3,10/30/2014,
WORCESTER,PLEASANT,@ MAPLELEAF RD,3,10/27/2014,
WORCESTER,PLEASANT,@ PROUTY LN,3,10/28/2014,
NEW BEDFORD,PLEASANT,@ WALNUT ST,3,06/11/2014,
WORCESTER,PLEASANT,@ WINSLOW ST,3,04/20/2016,
CAMBRIDGE,PLYMOUTH,@ WINDSOR ST,3,11/14/2014,
SUTTON,POLE #142 PROVIDENCE,,3,10/17/2016,
SUTTON,POLE #2 OLD PROVIDENCE,,3,11/18/2014,
SUTTON,POLE #3 OLD PROVIDENCE,,3,11/07/2016,
SUTTON,POLE #7 OLD PROVIDENCE,,3,11/07/2016,
SUTTON,POLE #8 OLD PROVIDENCE,,3,11/18/2014,
ASHLAND,POND,@ ALGONQUIN TRL,3,06/09/2016,
HOLLISTON,POPE,@ WASHINGTON ST,3,06/28/2016,
NEW BEDFORD,POPLAR,@ HILL RD,3,07/06/2016,
FAIRHAVEN,PRINCE,@ MILL ROAD   ,3,10/28/2011,
DARTMOUTH,PROSPECT,@ CHESTNUT ST,3,09/14/2016,
WEST BOYLSTON,PROSPECT,@ NEWTON ST,3,09/28/2016,
MARLBORO,PROSPECT,@ PIERCE ST,3,07/22/2015,
SHREWSBURY,PROSPECT,@ RESERVOIR ST,3,08/15/2016,
SOMERVILLE,PROSPECT,@ SOMERVILLE AVE,3,12/13/2016,
MILLBURY,PROVIDENCE,@ PEARL ST,3,11/13/2014,
WORCESTER,PROVIDENCE,@ UNION PL,3,12/04/2014,
SUTTON,PROVIDENCE,@ BLACKSTONE ST,3,11/19/2014,
SUTTON,PROVIDENCE,@ HATCHERY RD,3,10/17/2016,
MILLBURY,PROVIDENCE,@ RICE RD,3,11/13/2014,
MILLBURY,PROVIDENCE,@ RICE RD ,3,10/07/2016,
MILLBURY,PROVIDENCE,,3,11/13/2014,
NATICK,PRUSSMAN,@ PINKHAM ST,3,05/26/2016,
MILFORD,PURCHASE,@ CRICKET LN,3,09/17/2014,
MILFORD,PURCHASE,@ HAVEN ST,3,09/17/2014,
NEW BEDFORD,PURCHASE,@ CAMPBELL ST,3,08/08/2016,
NEW BEDFORD,PURCHASE,@ SOUTH ST,3,10/24/2016,
WORCESTER,QUINSIGAMOND,@ OLDE MILLBURY,3,09/24/2014,
WORCESTER,RANDALL,@ BURNCOAT ST,3,05/20/2015,
NEEDHAM,RESERVOIR,@ RESERVOIR PK,3,12/16/2014,
NEW BEDFORD,REYNOLDS,,3,06/11/2014,
NEW BEDFORD,REYNOLDS,,3,04/28/2015,
MARLBORO,RICE,@ HUNTINGTON AVE,3,08/12/2016,
HUDSON,RIVER,@ RATHBURN RD,3,07/06/2016,
MILLBURY,RIVERLIN,,3,11/18/2014,
UXBRIDGE,RIVULET,@ W. HARTFORD AVE,3,06/14/2016,
HOPKINTON,ROBBERN,@ EASTVIEW RD,3,08/10/2016,
NEW BEDFORD,ROCKDALE,@ COVE RD,3,05/19/2016,
NEW BEDFORD,ROCKDALE,@ RYAN ST,3,07/12/2016,
NEW BEDFORD,ROCKDALE,@ WINTERVILLE RD,3,03/10/2015,
NEW BEDFORD,ROCKDALE,,3,07/01/2014,
NEW BEDFORD,ROCKDALE,,3,07/07/2014,
NEW BEDFORD,ROCKDALE,,3,07/08/2014,
NEW BEDFORD,ROCKDALE,,3,03/10/2015,
FAIRHAVEN,ROCKLAND,@ STATE ST,3,06/15/2015,
FRAMINGHAM,ROUNDTOP,@ JANEBAR CIR,3,10/30/2014,
HYDE PARK,RUSKINDALE,@ RADCLIFFE RD,3,08/05/2014,
DARTMOUTH,RUSSELLS MILLS,@ GEORGE ST,3,09/12/2016,
NEW BEDFORD,RYAN,,3,06/26/2014,
WORCESTER,SALISBURY,@ PAUL REVERED RD,3,12/27/2016,
NEW BEDFORD,SALISBURY,,3,07/10/2014,
HYDE PARK,SANFORD,@ DANNY RD,3,04/27/2016,
NEW BEDFORD,SAWYER,,3,06/02/2014,
SOMERVILLE,SCHOOL,@ BERKELEY ST,3,09/19/2014,
DARTMOUTH,SCHOOL,@ MIDDLE ST,3,08/25/2014,
MILFORD,SCHOOL,@ SPRUCE ST,3,07/27/2015,
CAMBRIDGE,SCIARAPPA,@ OTIS ST,3,04/27/2016,
FRAMINGHAM,SECOND,@ BEAVER TER CIR,3,10/14/2016,
NEW BEDFORD,SEVENTH,,3,06/24/2014,
AUBURN,SHARON,@ SOUTHBRIDGE ST,3,10/21/2016,
NEW BEDFORD,SHAW,@ ASHLEY BLVD,3,05/23/2014,
NEW BEDFORD,SHAW,@ FAIRHAVEN RD,3,07/18/2016,
NEW BEDFORD,SHAWMUT,,3,06/04/2014,
NEW BEDFORD,SHAWMUT,,3,06/04/2014,
NEW BEDFORD,SHAWMUT,,3,10/27/2014,
WORCESTER,SHERMAN,@ SHERIDAN ST,3,10/02/2014,
NORTHBRIDGE,SHERYL,@ DELMAR DR,3,05/19/2016,
DEDHAM,SHIRETOWN,@ ADAMS ST,3,08/26/2015,
SHREWSBURY,SIAS,@ BAILEY RD,3,08/27/2014,
NEW BEDFORD,SIDNEY,,3,07/03/2014,
DARTMOUTH,SLOCUM,@ BERKLEY ST,3,06/26/2014,
WORCESTER,SOMERSET,@ HIGHLAND ST,3,11/21/2014,
NEW BEDFORD,SOUTH,,3,07/10/2014,
NEW BEDFORD,SOUTH FIRST,@ JENNINGS CT,3,07/22/2015,
WORCESTER,SOUTH LUDLOW,@ JAMES ST,3,06/05/2014,
UXBRIDGE,SOUTH MAIN,@ CROWNSHIELD AVE,3,10/24/2016,
ACUSHNET,SOUTH MAIN,@ HOPE ST,3,08/22/2015,
NEW BEDFORD,SOUTH SECOND,@ DELANO ST,3,05/04/2016,
NEW BEDFORD,SOUTH SECOND,,3,06/30/2014,
NEW BEDFORD,SOUTH SECOND,,3,08/20/2015,
FAIRHAVEN,SOUTH SUMMER,@ CHURCH ST,3,11/06/2015,
AUBURN,SOUTHBRIDGE,@ ELMWOOD ST,3,01/06/2014,
WORCESTER,SOUTHBRIDGE,@ LAFAYETTE ST,3,12/22/2016,
WORCESTER,SOUTHBRIDGE,@ MADISON ST,3,12/22/2016,
WORCESTER,SOUTHBRIDGE,@ MYRTLE ST,3,12/22/2016,
AUBURN,SOUTHBRIDGE,@ SHARON AVE,3,11/06/2014,
WORCESTER,SOUTHGATE,@ HACKER ST,3,07/20/2016,
NATICK,SPEEN,@ W. CENTRAL ST,3,11/29/2016,
FAIRHAVEN,SPRING,@ HOMESTEAD AVE,3,09/02/2014,
SOMERVILLE,SPRINGFIELD,@ HOUGHTON ST,3,09/04/2015,
DARTMOUTH,STACKHOUSE,@ FAIR ST,3,07/16/2014,
WORCESTER,STAFFORD,@ LUDLOW ST,3,10/31/2014,
DARTMOUTH,STATE,@ DOWNIE ST,3,11/13/2013,
DARTMOUTH,STATE,@ SLOCUM RD,3,11/18/2016,
DARTMOUTH,STATE,@ MIDDLESEX AVE,3,09/26/2016,
NEW BEDFORD,STEPHEN,@ ROCKDALE AVE,3,07/11/2016,
NEW BEDFORD,STETSON,@ MORELANDS TER,3,10/21/2016,
FRAMINGHAM,STILLMAN,@ HARDING RD,3,12/14/2015,
MILFORD,STONYBROOK,@ SUNSET DR,3,09/04/2014,
FAIRHAVEN,STUDLEY,@ COOLIDGE ST,3,07/29/2014,
MILLBURY,SULLIVAN,@ LESLIE LN,3,11/10/2014,
SOMERVILLE,SUMMER,@ ASHLAND ST,3,06/03/2014,
SOMERVILLE,SUMMER,@ CHERRY ST,3,10/16/2015,
MILLBURY,SUMMER,@ N. MAIN ST,3,11/13/2014,
NATICK,SUMMER,@ SPRING ST,3,08/16/2016,
SOMERVILLE,SUMMER,@ SPRING ST,3,10/02/2014,
NEW BEDFORD,SUMMER,,3,06/03/2013,
HYDE PARK,SUMMIT,@ NORWAY PK,3,07/25/2016,
MILFORD,SUMNER,@ GLINES AVE,3,04/16/2016,
WORCESTER,SUNDERLAND,@ MASSASOIT RD,3,12/30/2016,
WORCESTER,SUNDERLAND,@ ROUTE 20,3,10/19/2015,
AUBURN,SWORD,@ B ST,3,10/19/2016,
NEW BEDFORD,SYCAMORE,,3,06/18/2014,
NEW BEDFORD,SYCAMORE,,3,06/19/2014,
NEW BEDFORD,TACOMA,@ ASHLEY BLVD,3,06/30/2015,
WORCESTER,TACOMA,@ GRT BRKVALLY AVE,3,08/25/2014,
NEW BEDFORD,TARKILN,@ CHAFFEE ST,3,06/11/2015,
NEW BEDFORD,TARKILN HILL,,3,05/15/2014,
NEW BEDFORD,TARKILN HILL,,3,05/15/2014,
NEW BEDFORD,TARKILN HILL,,3,05/22/2014,
NEW BEDFORD,TARKILN HILL,,3,05/22/2014,
NEW BEDFORD,TARKILN HILL,,3,05/22/2014,
FRAMINGHAM,TEMPLE,@ MASS PIKE BR,3,11/23/2016,
DARTMOUTH,THERESA,@ ELM ST,3,09/15/2016,
CAMBRIDGE,THIRD,@ KENDALL ST,3,05/29/2015,
NEW BEDFORD,THOMPSON,,3,07/03/2014,
CAMBRIDGE,THORNDIKE,@ SIXTH ST,3,08/04/2016,
NEW BEDFORD,TISBURY,@ TARKILN HILL RD,3,07/23/2015,
NEW BEDFORD,TOPHAM,,3,06/04/2014,
WORCESTER,TOURAINE,@ PALISADES ST ,3,07/16/2014,247090
WORCESTER,TOWER,@ HASTINGS AVE,3,08/28/2015,
FAIRHAVEN,TREASURE BAY,@ RESERVATION RD,3,08/20/2014,
DARTMOUTH,TRIPP,,3,10/21/2013,
CAMBRIDGE,TROWBRIDGE,@ HARVARD ST,3,11/01/2016,
HYDE PARK,TRUMAN,@ NEPONSET AVE,3,07/05/2016,
WORCESTER,TYLER PRENTICE,@ LINCOLN ST,3,04/21/2015,
WORCESTER,UNCATENA,@ QUINAPOXET LN,3,07/21/2015,
ASHLAND,UNION,@ COLUMBUS AVE,3,06/20/2016,
WORCESTER,UPLAND,@ MALLARD ST,3,09/03/2014,
WORCESTER,UPSALA,@ ASTRID AVE,3,06/05/2014,
WORCESTER,UXBRIDGE,@ DUXBURY ST,3,10/03/2014,
WORCESTER,VENDORA,@ BURNCOAT ST,3,05/19/2015,
WORCESTER,VERNON,@ ESTHER ST,3,08/28/2014,
DEDHAM,VINCENT,@ CRANSTON AVE,3,10/29/2014,
WORCESTER,VINTON,@ LINCOLN ST,3,04/13/2015,
NEW BEDFORD,W RODNEY FRENCH,@ AT AQUIDNECK,3,07/14/2014,
NEW BEDFORD,W RODNEY FRENCH,@ AT GRIT ST,3,07/09/2014,
CAMBRIDGE,WALDEN,@ GARDEN ST,3,10/20/2016,
CAMBRIDGE,WALDEN,@ KING ST,3,12/13/2016,
CAMBRIDGE,WALDEN,@ SHERMAN ST,3,12/13/2016,
CAMBRIDGE,WALNUT,@ ARLINGTON ST,3,12/15/2016,
FAIRHAVEN,WALNUT,@ CENTER ST,3,09/22/2014,
MILFORD,WALNUT,@ GRANT ST,3,08/16/2016,
SOMERVILLE,WASHINGTON,@ BOWDOIN ST,3,12/13/2016,
FAIRHAVEN,WASHINGTON,@ HUTTLESTON AVE,3,08/29/2014,
WORCESTER,WASHINGTON,@ LAMARTINE ST,3,12/11/2014,
SOMERVILLE,WASHINGTON,@ LELAND ST,3,09/15/2014,
SOMERVILLE,WASHINGTON,@ MCGRATH HWY,3,07/23/2016,
SOMERVILLE,WASHINGTON,@ MERRIAM ST,3,09/04/2014,
HOLLISTON,WASHINGTON,@ WOODLAND ST,3,12/22/2016,
MARION,WATER,@ ALLEN ST,3,09/23/2014,
FRAMINGHAM,WATER,@ COSTA CIR,3,11/16/2016,
WORCESTER,WATER,@ FOX ST,3,05/12/2015,
MATTAPOISETT,WATER,@ TOWN BATH HSE,3,05/27/2015,
MARION,WATER,@ VINE ST,3,10/11/2016,
ASHLAND,WAVERLY,@ MARIE LN,3,06/05/2014,
WORCESTER,WAYNE,@ AUTUMN ST,3,07/07/2016,
CAMBRIDGE,WEBSTER,@ LINCOLN ST,3,09/05/2014,
WORCESTER,WEBSTER,@ LYMAN ST,3,12/27/2016,
SOMERVILLE,WEBSTER,@ NEWTON ST,3,09/02/2015,
WORCESTER,WEST,@ SALISBURY ST,3,12/09/2016,
WORCESTER,WEST BOYLSTON,@ AIRLIE ST,3,04/09/2015,
WORCESTER,WEST BOYLSTON,@ BOARDMAN ST,3,09/16/2014,
WORCESTER,WEST BOYLSTON,@ GIFFORD DR,3,02/29/2016,
WORCESTER,WEST BOYLSTON,@ MARKLAND RD,3,09/09/2015,
NEW BEDFORD,WEST CLINTON,,3,06/24/2014,
WESTBOROUGH,WEST MAIN,@ OVERLOOK DR,3,07/14/2014,
WESTBOROUGH,WEST MAIN,@ WEST ST,3,12/23/2016,
SHERBORN,WESTERN,@ DOPPING BROOK RD,3,09/16/2015,
MILLBURY,WHEELOCK,@ MILLBURY AVE,3,11/03/2016,
NORTHBRIDGE,WHITIN,@ DOUGLAS RD,3,05/06/2016,
NATICK,WHITTIER,@ OXFORD ST,3,05/03/2016,
MARLBORO,WHITTIER,@ STEVENS ST,3,09/08/2015,
ACUSHNET,WILBUR,@ MIDDLE RD,3,07/12/2016,
FAIRHAVEN,WILDING,@ BURGESS AVE,3,10/02/2014,
WORCESTER,WILDWOOD,@ LAURER BROOK RD,3,10/31/2016,
WORCESTER,WILDWOOD,@ RODI CIR,3,10/31/2016,
KINGSTON,WILLIAM C GOULD JUNIOR,,3,10/07/2016,
UPTON,WILLIAMS,@ DAIRY DR,3,08/26/2015,
NEW BEDFORD,WILLIS,,3,06/18/2014,
NEW BEDFORD,WILLIS,,3,06/19/2014,
CAMBRIDGE,WILLOW,@ YORK ST,3,11/13/2014,
CAMBRIDGE,WINDSOR,@ HARVARD ST,3,11/14/2014,
HOLDEN,WINFIELD,@ WAYLAND CIR,3,11/28/2014,
NEW BEDFORD,WING,@ PURCHASE ST,3,07/29/2015,
NEW BEDFORD,WING,,3,07/29/2015,
MATTAPOISETT,WINNATUXETT BEACH,@ PINE ISLAND RD,3,09/18/2014,
ASHLAND,WINTER,@ WOODRIDGE LN,3,06/05/2014,
HYDE PARK,WOOD,@ FRAZER ST,3,06/13/2016,
NEW BEDFORD,WOOD,,3,05/21/2014,
FRAMINGHAM,WOODMERE,@ DOYLE CIR,3,09/26/2016,
HOLDEN,WOODRIDGE,,3,11/26/2014,
WORCESTER,WOODWARD,@ CAMBRIDGE ST,3,06/05/2014,
WORCESTER,WOODWARD,@ CARLSON HALL,3,05/01/2014,
GRAFTON,WORCESTER,@ SNOW RD,3,06/29/2015,
NEW BEDFORD,WORCESTER,,3,05/15/2014,
CAMBRIDGE,WRIGHT,@ HUDSON ST,3,09/02/2016,
