leak Number,Reported Address,Cross Street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,Grade,Repaired Date,State
7323770,4 STARKNAUGHT HTS,,GLOUCESTER,3/2/16,Not Discovered Yet,Not Discovered Yet,3,3/8/16,MA
239343,4 TAMI LN,,BURLINGTON,12/13/02,3,3,2,5/10/16,MA
93176,4 THORNDIKE ST,,READING,2/28/91,3,3,3,9/27/16,MA
7330400,4 UNION ST,,WEYMOUTH,11/29/16,Not Discovered Yet,Not Discovered Yet,1,11/29/16,MA
3824300,4 WESTVIEW DR,,NORWOOD,4/15/15,Not Discovered Yet,3,2,1/12/16,MA
7322926,4 WOLCOTT RD,,WOBURN,1/26/16,Not Discovered Yet,Not Discovered Yet,1,1/26/16,MA
277044,40 ANTWERP ST,,MILTON,7/7/05,3,3,2,10/24/16,MA
7329075,40 APPLE BLOSSOM LN,,LYNN,9/23/16,Not Discovered Yet,Not Discovered Yet,1,9/23/16,MA
7325486,40 ARSENAL ST,,WATERTOWN,5/12/16,Not Discovered Yet,Not Discovered Yet,1,5/18/16,MA
7325217,40 ATLANTIC AVE,,HULL,4/29/16,Not Discovered Yet,Not Discovered Yet,2A,6/8/16,MA
7330239,40 BALCOMB ST,,SALEM,11/15/16,Not Discovered Yet,Not Discovered Yet,1,11/18/16,MA
7323678,40 BLANCHARD RD,,WEYMOUTH,2/22/16,Not Discovered Yet,Not Discovered Yet,2,3/9/16,MA
7329577,40 BROAD STPL,,WEYMOUTH,10/17/16,Not Discovered Yet,Not Discovered Yet,1,10/17/16,MA
1741929,40 BROADWAY,,STONEHAM,8/26/14,3,3,3,8/23/16,MA
7324050,40 CAMERON ST,,BROOKLINE,3/10/16,Not Discovered Yet,Not Discovered Yet,2,4/1/16,MA
7328051,40 CEDAR RD,,MEDFORD,7/30/16,Not Discovered Yet,Not Discovered Yet,2,8/23/16,MA
7323302,40 CHELSEA ST,,EAST BOSTON,2/6/16,Not Discovered Yet,Not Discovered Yet,1,2/6/16,MA
7324402,40 COTUIT ST,,WEST ROXBURY,3/31/16,Not Discovered Yet,Not Discovered Yet,2,4/15/16,MA
7324257,40 DEHON ST,,REVERE,3/29/16,Not Discovered Yet,Not Discovered Yet,1,3/29/16,MA
7326946,40 E WYOMING AVE,,MELROSE,6/23/16,Not Discovered Yet,Not Discovered Yet,2,7/28/16,MA
7324489,40 EDWARD ST,,MEDFORD,4/8/16,Not Discovered Yet,Not Discovered Yet,1,4/13/16,MA
7323329,40 FLINT ST,,SOMERVILLE,2/4/16,Not Discovered Yet,Not Discovered Yet,2A,4/11/16,MA
7322303,40 GARDNER ST,,WEST ROXBURY,12/12/15,Not Discovered Yet,2A,2A,1/13/16,MA
7330311,40 GILMORE ST,,WEYMOUTH,11/21/16,Not Discovered Yet,Not Discovered Yet,1,11/22/16,MA
7329740,40 HAVILAND AVE,,LYNN,10/17/16,Not Discovered Yet,Not Discovered Yet,2,11/3/16,MA
7328984,40 JANE RD,,NEWTON,9/20/16,Not Discovered Yet,Not Discovered Yet,1,10/6/16,MA
7326318,40 LABAN PRATT RD,,DORCHESTER,6/7/16,Not Discovered Yet,Not Discovered Yet,1,6/8/16,MA
40405,40 LONSDALE ST,,DORCHESTER,5/16/95,3,3,2A,10/7/16,MA
7327605,40 LOVELL ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,2,9/2/16,MA
7328041,40 LOWELL RD,,CONCORD,8/6/16,Not Discovered Yet,Not Discovered Yet,1,8/8/16,MA
7328012,40 NOTTINGHILL RD,,BRIGHTON,8/5/16,Not Discovered Yet,Not Discovered Yet,1,8/9/16,MA
1697670,40 ORCHARD RD,,HAMILTON,7/9/14,3,3,2,1/19/16,MA
332432,40 PHILBRICK RD,,NEWTON,4/15/10,3,3,2,5/20/16,MA
7327921,40 RANTOUL ST,,BEVERLY,8/2/16,Not Discovered Yet,Not Discovered Yet,1,8/2/16,MA
7330295,40 ROGERS ST,,QUINCY,11/17/16,Not Discovered Yet,Not Discovered Yet,1,11/17/16,MA
7324211,40 RUTHVEN ST,,QUINCY,3/24/16,Not Discovered Yet,Not Discovered Yet,2,5/16/16,MA
7324540,40 SAGAMORE RD,,WEYMOUTH,4/11/16,Not Discovered Yet,Not Discovered Yet,1,4/11/16,MA
7328111,40 SMITH ST,,ARLINGTON,8/10/16,Not Discovered Yet,Not Discovered Yet,1,8/10/16,MA
7324690,40 STETSON AVE,,SWAMPSCOTT,4/11/16,Not Discovered Yet,Not Discovered Yet,2,7/2/16,MA
7325505,40 SUMNER ST,,DORCHESTER,4/21/16,Not Discovered Yet,Not Discovered Yet,2,6/22/16,MA
7325456,40 UPLAND RD,,WATERTOWN,5/10/16,Not Discovered Yet,Not Discovered Yet,3,5/12/16,MA
7322924,40 W 3RD ST,,SOUTH BOSTON,1/25/16,Not Discovered Yet,Not Discovered Yet,2A,3/11/16,MA
7330001,40 WELLESLEY ST,,WESTON,11/4/16,Not Discovered Yet,Not Discovered Yet,1,11/7/16,MA
1752492,40 WESTERN AVE,,SAUGUS,9/15/14,3,3,2A,12/20/16,MA
7324445,40 WILLIAMS ST,,WALTHAM,4/7/16,Not Discovered Yet,Not Discovered Yet,1,4/7/16,MA
7330766,40 WOODSIDE RD,,HARVARD,12/19/16,Not Discovered Yet,Not Discovered Yet,1,12/19/16,MA
7323015,400 HOMER ST,,NEWTON,1/27/16,Not Discovered Yet,Not Discovered Yet,2,8/22/16,MA
7327056,400 MYSTIC AVE,,SOMERVILLE,7/1/16,Not Discovered Yet,Not Discovered Yet,1,7/3/16,MA
7330666,400 SEA ST,,QUINCY,12/7/16,Not Discovered Yet,Not Discovered Yet,2,12/21/16,MA
7325972,400 SOLDIERS FIELD RD,,BRIGHTON,5/31/16,Not Discovered Yet,Not Discovered Yet,1,10/16/16,MA
7325239,400 WEST ST,,BRAINTREE,5/4/16,Not Discovered Yet,Not Discovered Yet,1,5/4/16,MA
7330023,4000 MYSTIC VALLEY PKY,,MEDFORD,11/6/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
7324150,401 BUCKMINSTER DR,,NORWOOD,3/23/16,Not Discovered Yet,Not Discovered Yet,1,3/29/16,MA
7330093,402 CENTRE ST,,DORCHESTER,11/8/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
7327506,402 GROVE ST,,BRAINTREE,7/14/16,Not Discovered Yet,Not Discovered Yet,2,8/8/16,MA
7322627,402 MYSTIC AVE,,SOMERVILLE,1/12/16,Not Discovered Yet,Not Discovered Yet,1,1/12/16,MA
7323746,402 MYSTIC AVE,,SOMERVILLE,3/1/16,Not Discovered Yet,Not Discovered Yet,1,3/1/16,MA
7325005,402 TRUMAN HWY,,MILTON,4/26/16,Not Discovered Yet,Not Discovered Yet,2,7/7/16,MA
316810,4025 WASHINGTON ST,,ROSLINDALE,12/19/08,3,3,2,9/26/16,MA
7329635,403 BOYLSTON ST,,NEWTON,10/19/16,Not Discovered Yet,Not Discovered Yet,1,10/19/16,MA
329826,404 CHESTNUT ST,,NEWTON,11/16/09,3,3,2,11/21/16,MA
255457,404 MAIN ST,,GROVELAND,1/20/04,3,3,2,1/26/16,MA
7328421,404 NANTASKET AVE,,HULL,8/24/16,Not Discovered Yet,Not Discovered Yet,1,8/24/16,MA
1546647,405 BROADWAY,,SAUGUS,2/26/14,2,2,2,6/9/16,MA
7327942,406 FERRY ST,,MALDEN,8/2/16,Not Discovered Yet,Not Discovered Yet,1,8/3/16,MA
7321806,406 MYSTIC AVE,,SOMERVILLE,12/1/15,Not Discovered Yet,2,2,11/1/16,MA
7327753,407 WEST ST,,READING,7/25/16,Not Discovered Yet,Not Discovered Yet,1,7/25/16,MA
7328053,408 HYDE PARK AVE,,ROSLINDALE,8/8/16,Not Discovered Yet,Not Discovered Yet,1,8/8/16,MA
346843,409 ADAMS ST,,MILTON,5/18/11,3,3,2A,10/27/16,MA
7322591,409 STEARNS HILL RD,,WALTHAM,1/9/16,Not Discovered Yet,Not Discovered Yet,1,1/9/16,MA
7327628,41 BARTLETT ST,,CHARLESTOWN,7/12/16,Not Discovered Yet,Not Discovered Yet,2,11/3/16,MA
7323140,41 BRANDON RD,,DUDLEY,2/1/16,Not Discovered Yet,Not Discovered Yet,2,2/2/16,MA
7330798,41 CENTRAL ST,,BEVERLY,12/20/16,Not Discovered Yet,Not Discovered Yet,1,12/20/16,MA
7325875,41 CENTRAL ST,,HINGHAM,5/24/16,Not Discovered Yet,Not Discovered Yet,1,5/24/16,MA
7325184,41 E MAIN ST,,GEORGETOWN,4/27/16,Not Discovered Yet,Not Discovered Yet,2A,6/2/16,MA
3955300,41 E WATER ST,,ROCKLAND,4/29/15,Not Discovered Yet,3,2,6/9/16,MA
7330616,41 EXETER ST,,QUINCY,12/11/16,Not Discovered Yet,Not Discovered Yet,1,12/11/16,MA
7330232,41 FROST RD,,BELMONT,11/15/16,Not Discovered Yet,Not Discovered Yet,1,11/18/16,MA
7330279,41 FROST RD,,BELMONT,11/19/16,Not Discovered Yet,Not Discovered Yet,1,11/19/16,MA
7330304,41 FROST RD,,BELMONT,11/21/16,Not Discovered Yet,Not Discovered Yet,1,11/21/16,MA
7327782,41 GILMAN ST,,SOMERVILLE,7/26/16,Not Discovered Yet,Not Discovered Yet,1,7/26/16,MA
7327414,41 HUBBARD ST,,MALDEN,7/13/16,Not Discovered Yet,Not Discovered Yet,1,7/13/16,MA
7322946,41 KESLAR AVE,,LYNN,1/26/16,Not Discovered Yet,Not Discovered Yet,2A,3/12/16,MA
7324270,41 LITTLETON RD,,AYER,3/29/16,Not Discovered Yet,Not Discovered Yet,1,3/29/16,MA
7329609,41 LOWELL ST,,WALTHAM,10/18/16,Not Discovered Yet,Not Discovered Yet,1,10/18/16,MA
4206488,41 MAPLE ST,,ROXBURY,5/21/15,Not Discovered Yet,2,2,6/28/16,MA
7328726,41 MATHEWSON DR,,WEYMOUTH,9/7/16,Not Discovered Yet,Not Discovered Yet,1,9/7/16,MA
7328991,41 MATHEWSON DR,,WEYMOUTH,9/21/16,Not Discovered Yet,Not Discovered Yet,1,9/21/16,MA
7326792,41 NAHANT ST,,LYNN,6/19/16,Not Discovered Yet,Not Discovered Yet,2A,7/18/16,MA
7323418,41 OLD AYER RD,,GROTON,2/14/16,Not Discovered Yet,Not Discovered Yet,1,2/14/16,MA
7324513,41 PHILLIPS RD,,SUDBURY,4/11/16,Not Discovered Yet,Not Discovered Yet,1,4/11/16,MA
7327253,41 PHILLIPS RD,,SUDBURY,7/10/16,Not Discovered Yet,Not Discovered Yet,1,7/11/16,MA
7323199,41 PRINCE ST,,DANVERS,2/2/16,Not Discovered Yet,Not Discovered Yet,1,2/3/16,MA
7328172,41 PURITY SPRINGS RD,,BURLINGTON,8/3/16,Not Discovered Yet,Not Discovered Yet,2,8/20/16,MA
7329478,41 ROBERTS ST,,QUINCY,10/13/16,Not Discovered Yet,Not Discovered Yet,1,10/13/16,MA
5864992,41 STATION ST,,WEYMOUTH,8/27/15,Not Discovered Yet,3,2,12/27/16,MA
7327720,41 SYCAMORE ST,,ROSLINDALE,7/20/16,Not Discovered Yet,Not Discovered Yet,2,7/26/16,MA
7330625,41 TALBOT RD,,BRAINTREE,12/10/16,Not Discovered Yet,Not Discovered Yet,1,12/10/16,MA
7329542,41 WALDEN POND AVE,,SAUGUS,10/13/16,Not Discovered Yet,Not Discovered Yet,2,12/13/16,MA
7328835,41 WEBSTER ST,,WATERTOWN,9/14/16,Not Discovered Yet,Not Discovered Yet,1,9/14/16,MA
7329100,41 WESTFORD ST,,SAUGUS,9/21/16,Not Discovered Yet,Not Discovered Yet,2,10/18/16,MA
7330159,41 WINSHIP ST,,BRIGHTON,11/10/16,Not Discovered Yet,Not Discovered Yet,1,11/10/16,MA
7324595,410 FELLSWAY E,,MALDEN,4/14/16,Not Discovered Yet,Not Discovered Yet,1,4/15/16,MA
7322458,410 GROVE ST,,BRAINTREE,1/3/16,Not Discovered Yet,Not Discovered Yet,1,1/4/16,MA
7324161,410 HOMER ST,,NEWTON,2/29/16,Not Discovered Yet,Not Discovered Yet,2,4/20/16,MA
7323059,411 LINDEN ST,,WELLESLEY,1/29/16,Not Discovered Yet,Not Discovered Yet,1,1/30/16,MA
7329904,411 MASSACHUSETTS AVE,,BOSTON,11/1/16,Not Discovered Yet,Not Discovered Yet,1,11/1/16,MA
7330273,411 MASSACHUSETTS AVE,,BOSTON,11/20/16,Not Discovered Yet,Not Discovered Yet,1,11/22/16,MA
7322934,412 BROOK RD,,MILTON,1/26/16,Not Discovered Yet,Not Discovered Yet,1,1/26/16,MA
7323589,412 HALE ST,,BEVERLY,2/23/16,Not Discovered Yet,Not Discovered Yet,1,2/23/16,MA
7323215,414 PLEASANT ST,,WATERTOWN,2/3/16,Not Discovered Yet,Not Discovered Yet,1,2/4/16,MA
7326668,414 WESTERN AVE,,BRIGHTON,6/17/16,Not Discovered Yet,Not Discovered Yet,2,8/17/16,MA
7328701,415 NORTH AVE,,WESTON,9/6/16,Not Discovered Yet,Not Discovered Yet,1,9/7/16,MA
7328754,415 NORTH AVE,,WESTON,9/8/16,Not Discovered Yet,Not Discovered Yet,1,9/10/16,MA
7329319,415 QUINCY SHORE DR,,QUINCY,10/5/16,Not Discovered Yet,Not Discovered Yet,1,10/5/16,MA
7328219,415 SOUTH ST,,WALTHAM,8/16/16,Not Discovered Yet,Not Discovered Yet,1,8/31/16,MA
7323406,416 HILLDALE AVE,,HAVERHILL,2/10/16,Not Discovered Yet,Not Discovered Yet,3,3/24/16,MA
7325618,416 MAIN ST,,EVERETT,5/13/16,Not Discovered Yet,Not Discovered Yet,2A,6/10/16,MA
7326726,418 WILLIAM ST,,STONEHAM,6/22/16,Not Discovered Yet,Not Discovered Yet,1,6/28/16,MA
7323445,418 WORCESTER TPKE,,WELLESLEY,2/16/16,Not Discovered Yet,Not Discovered Yet,1,2/25/16,MA
1666018,41 EUSTIS ST,,ROXBURY,6/11/14,2A,3,2,12/7/16,MA
7324779,42 ATHELSTANE RD,,NEWTON,4/21/16,Not Discovered Yet,Not Discovered Yet,1,4/22/16,MA
7327175,42 BURR RD,,HINGHAM,7/6/16,Not Discovered Yet,Not Discovered Yet,1,7/6/16,MA
7323249,42 CHARLEMONT ST,,NEWTON,2/1/16,Not Discovered Yet,Not Discovered Yet,2,11/14/16,MA
7325319,42 CHATHAM WAY,,LYNNFIELD,5/7/16,Not Discovered Yet,Not Discovered Yet,1,5/10/16,MA
7328154,42 CHESTNUT ST,,LYNNFIELD,3/3/16,Not Discovered Yet,Not Discovered Yet,1,3/3/16,MA
7321506,42 CROSS ST,,SOMERVILLE,11/19/15,Not Discovered Yet,2,2,7/22/16,MA
7324994,42 E MAIN ST,,GEORGETOWN,4/27/16,Not Discovered Yet,Not Discovered Yet,1,4/27/16,MA
7326124,42 FAIRMONT AVE,,NEWTON,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/2/16,MA
7329541,42 FAXON ST,,NEWTON,10/17/16,Not Discovered Yet,Not Discovered Yet,1,10/17/16,MA
7326772,42 FISKE ST,,REVERE,6/21/16,Not Discovered Yet,Not Discovered Yet,2A,7/5/16,MA
7324819,42 GLIDDEN ST,,BEVERLY,4/15/16,Not Discovered Yet,Not Discovered Yet,2,5/28/16,MA
1639880,42 HAVILAND AVE,,LYNN,5/6/14,3,3,3,10/10/16,MA
7329993,42 HAVILAND AVE,,LYNN,11/3/16,Not Discovered Yet,Not Discovered Yet,1,11/4/16,MA
7328230,42 HOBAMACK RD,,WEYMOUTH,8/11/16,Not Discovered Yet,Not Discovered Yet,2,9/15/16,MA
7324852,42 LYNDE ST,,EVERETT,4/22/16,Not Discovered Yet,Not Discovered Yet,1,4/22/16,MA
7323231,42 MAPLEWOOD ST,,WATERTOWN,2/3/16,Not Discovered Yet,Not Discovered Yet,1,2/4/16,MA
7322794,42 MILTON RD,,BROOKLINE,1/20/16,Not Discovered Yet,Not Discovered Yet,1,1/20/16,MA
7330097,42 MONUMENT ST,,MEDFORD,11/9/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
7330547,42 OCEAN AVE,,HULL,12/7/16,Not Discovered Yet,Not Discovered Yet,1,12/13/16,MA
7325311,42 ONTARIO ST,,LYNN,5/1/16,Not Discovered Yet,Not Discovered Yet,2A,8/1/16,MA
7326198,42 ORCHARD RD,,BRIGHTON,6/2/16,Not Discovered Yet,Not Discovered Yet,2,7/2/16,MA
1632794,42 PEACEVALE RD,,DORCHESTER,4/19/14,3,3,2,8/16/16,MA
7328779,42 STANTON ST,,DORCHESTER,5/23/16,Not Discovered Yet,Not Discovered Yet,2A,9/17/16,MA
7330193,42 STANTON ST,,DORCHESTER,11/8/16,Not Discovered Yet,Not Discovered Yet,2,11/17/16,MA
7326456,42 STURTEVANT ST,,BEVERLY,6/14/16,Not Discovered Yet,Not Discovered Yet,2,8/1/16,MA
7329391,42 WINCHESTER ST,,NEWTON,10/7/16,Not Discovered Yet,Not Discovered Yet,1,11/1/16,MA
7323388,42 WINSLOW RD,,BELMONT,2/11/16,Not Discovered Yet,Not Discovered Yet,1,2/11/16,MA
7328390,42 WINTHROP PIKE,,QUINCY,8/24/16,Not Discovered Yet,Not Discovered Yet,1,8/24/16,MA
7329474,420 BEDFORD ST,,LEXINGTON,10/12/16,Not Discovered Yet,Not Discovered Yet,1,10/12/16,MA
7329367,420 CENTRAL ST,,SAUGUS,10/6/16,Not Discovered Yet,Not Discovered Yet,1,10/7/16,MA
7326929,420 FERRY ST,,EVERETT,6/28/16,Not Discovered Yet,Not Discovered Yet,1,6/28/16,MA
7327693,420 HARVARD ST,,DORCHESTER,7/21/16,Not Discovered Yet,Not Discovered Yet,1,7/21/16,MA
7328459,420 LAFAYETTE ST,,SALEM,8/25/16,Not Discovered Yet,Not Discovered Yet,1,8/25/16,MA
7324551,4211 STEARNS HILL RD,,WALTHAM,4/2/16,Not Discovered Yet,Not Discovered Yet,2,6/9/16,MA
7323645,422 MAIN ST,,EVERETT,2/14/16,Not Discovered Yet,Not Discovered Yet,2,4/12/16,MA
7323909,422 MAIN ST,,EVERETT,3/10/16,Not Discovered Yet,Not Discovered Yet,1,3/10/16,MA
7324023,422 MAIN ST,,EVERETT,3/17/16,Not Discovered Yet,Not Discovered Yet,1,3/17/16,MA
7327976,4249 WASHINGTON ST,,ROSLINDALE,8/3/16,Not Discovered Yet,Not Discovered Yet,1,8/4/16,MA
7325162,425 HINGHAM ST,,ROCKLAND,5/2/16,Not Discovered Yet,Not Discovered Yet,1,5/2/16,MA
7327489,425 SALEM ST,,MEDFORD,7/11/16,Not Discovered Yet,Not Discovered Yet,2A,8/3/16,MA
7327953,425 SALEM ST,,MEDFORD,8/3/16,Not Discovered Yet,Not Discovered Yet,3,8/4/16,MA
7324140,426 HOMER ST,,NEWTON,3/17/16,Not Discovered Yet,Not Discovered Yet,3,9/1/16,MA
7324705,426 PROSPECT ST,,NORWOOD,4/13/16,Not Discovered Yet,Not Discovered Yet,2,5/11/16,MA
7328953,426 PROSPECT ST,,NORWOOD,9/19/16,Not Discovered Yet,Not Discovered Yet,1,9/19/16,MA
7330259,427 COMMERCIAL ST,,BOSTON,11/16/16,Not Discovered Yet,Not Discovered Yet,1,11/16/16,MA
7323002,428 BOYLSTON ST,,BROOKLINE,1/28/16,Not Discovered Yet,Not Discovered Yet,1,4/21/16,MA
7327570,428 BROADWAY,,CHELSEA,7/14/16,Not Discovered Yet,Not Discovered Yet,2A,8/16/16,MA
7323239,428 E 8TH ST,,SOUTH BOSTON,2/4/16,Not Discovered Yet,Not Discovered Yet,1,2/11/16,MA
7326974,429 CONCORD AVE,,LEXINGTON,6/29/16,Not Discovered Yet,Not Discovered Yet,1,6/29/16,MA
7328522,429 HARVARD ST,,BROOKLINE,8/28/16,Not Discovered Yet,Not Discovered Yet,2A,10/17/16,MA
7324802,429 HIGH ST,,MEDFORD,4/19/16,Not Discovered Yet,Not Discovered Yet,2A,5/23/16,MA
7329003,429 UNION ST,,BRAINTREE,9/21/16,Not Discovered Yet,Not Discovered Yet,1,9/21/16,MA
7324005,43 ADAMS ST,,NORWOOD,3/15/16,Not Discovered Yet,Not Discovered Yet,1,3/16/16,MA
7326079,43 ATHELWOLD ST,,DORCHESTER,6/1/16,Not Discovered Yet,Not Discovered Yet,1,6/1/16,MA
7322734,43 BEACON RD,,HULL,1/19/16,Not Discovered Yet,Not Discovered Yet,1,1/19/16,MA
7323448,43 BURCH ST,,ARLINGTON,2/10/16,Not Discovered Yet,Not Discovered Yet,2,10/25/16,MA
7323029,43 CARLETON ST,,NEWTON,1/29/16,Not Discovered Yet,Not Discovered Yet,1,1/29/16,MA
7328092,43 CORINTH ST,,ROSLINDALE,8/9/16,Not Discovered Yet,Not Discovered Yet,1,8/9/16,MA
7323766,43 ESMOND ST,,DORCHESTER,3/2/16,Not Discovered Yet,Not Discovered Yet,1,3/2/16,MA
335040,43 EVERETT ST,,EVERETT,7/2/10,3,3,2,6/2/16,MA
7328320,43 GRAY CLIFF RD,,NEWTON,8/19/16,Not Discovered Yet,Not Discovered Yet,1,8/19/16,MA
7325832,43 GRISCOM RD,,WAYLAND,5/24/16,Not Discovered Yet,Not Discovered Yet,1,5/25/16,MA
7324416,43 GUILD ST,,HULL,4/5/16,Not Discovered Yet,Not Discovered Yet,1,4/5/16,MA
7327122,43 HAZELMERE RD,,ROSLINDALE,7/1/16,Not Discovered Yet,Not Discovered Yet,2,9/2/16,MA
7323216,43 HIGHLAND CT,,MALDEN,2/3/16,Not Discovered Yet,Not Discovered Yet,1,2/3/16,MA
7330310,43 KING AVE,,WEYMOUTH,11/21/16,Not Discovered Yet,Not Discovered Yet,1,11/21/16,MA
7329386,43 MAPLE ST,,STONEHAM,9/30/16,Not Discovered Yet,Not Discovered Yet,2,11/6/16,MA
7323818,43 MEADOW POND DR,,LEOMINSTER,3/7/16,Not Discovered Yet,Not Discovered Yet,1,3/18/16,MA
7323819,43 MEADOW POND DR,,LEOMINSTER,3/7/16,Not Discovered Yet,Not Discovered Yet,1,3/7/16,MA
7323640,43 MERIDIAN ST,,MELROSE,2/21/16,Not Discovered Yet,Not Discovered Yet,2,6/7/16,MA
7328044,43 MOUNT VERNON ST,,BOSTON,8/7/16,Not Discovered Yet,Not Discovered Yet,1,8/8/16,MA
7330452,43 NORMAN ST,,MARBLEHEAD,12/2/16,Not Discovered Yet,Not Discovered Yet,1,12/5/16,MA
7323427,43 PINE ST,,NEWTON,2/15/16,Not Discovered Yet,Not Discovered Yet,1,2/15/16,MA
7323881,43 PINE ST,,NEWTON,3/9/16,Not Discovered Yet,Not Discovered Yet,1,3/9/16,MA
7324119,43 Q ST,,HULL,3/18/16,Not Discovered Yet,Not Discovered Yet,2A,5/31/16,MA
7325033,43 S BREWSTER RD,,MEDFORD,4/28/16,Not Discovered Yet,Not Discovered Yet,1,4/28/16,MA
7328839,43 STATE ST,,LYNN,9/9/16,Not Discovered Yet,Not Discovered Yet,2,10/4/16,MA
7327248,43 W EAGLE ST,,EAST BOSTON,7/8/16,Not Discovered Yet,Not Discovered Yet,1,7/8/16,MA
7326218,43 WELLMAN ST,,BEVERLY,6/1/16,Not Discovered Yet,Not Discovered Yet,2,7/26/16,MA
7330013,43 WILLARD AVE,,MEDFORD,11/5/16,Not Discovered Yet,Not Discovered Yet,1,11/5/16,MA
7326434,432 BROADWAY,,EVERETT,6/8/16,Not Discovered Yet,Not Discovered Yet,2A,12/19/16,MA
7324736,4325 WASHINGTON ST,,ROSLINDALE,4/19/16,Not Discovered Yet,Not Discovered Yet,2,5/17/16,MA
7326335,433 CENTRE ST,,JAMAICA PLAIN,6/8/16,Not Discovered Yet,Not Discovered Yet,1,6/8/16,MA
7328193,433 NORTH AVE,,ROCKLAND,8/15/16,Not Discovered Yet,Not Discovered Yet,1,9/22/16,MA
7322997,434 E 5TH ST,,SOUTH BOSTON,1/27/16,Not Discovered Yet,Not Discovered Yet,1,1/27/16,MA
7322042,434 NORFOLK ST,,DORCHESTER,12/10/15,Not Discovered Yet,1,1,1/11/16,MA
7326106,434 WARREN ST,,ROXBURY,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/30/16,MA
7323041,435 BOSTON ST,,LYNN,1/29/16,Not Discovered Yet,Not Discovered Yet,1,1/29/16,MA
7324089,435 BOSTON ST,,LYNN,3/16/16,Not Discovered Yet,Not Discovered Yet,2,3/24/16,MA
7322565,436 E 5TH ST,,SOUTH BOSTON,1/7/16,Not Discovered Yet,Not Discovered Yet,1,1/8/16,MA
7329766,436 MOODY ST,,WALTHAM,10/26/16,Not Discovered Yet,Not Discovered Yet,1,10/27/16,MA
39383,436 SEA ST,,QUINCY,5/17/94,3,3,3,7/26/16,MA
7327450,437 UNION ST,,BRAINTREE,7/8/16,Not Discovered Yet,Not Discovered Yet,2,12/20/16,MA
7325687,439 PARK AVE,,REVERE,5/19/16,Not Discovered Yet,Not Discovered Yet,1,5/20/16,MA
7325420,439 POND ST,,BRAINTREE,5/11/16,Not Discovered Yet,Not Discovered Yet,1,5/12/16,MA
7330016,44 AUSTIN ST,,CHARLESTOWN,11/5/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
7323810,44 BACON ST,,WATERTOWN,3/6/16,Not Discovered Yet,Not Discovered Yet,1,3/6/16,MA
7323444,44 BANCROFT AVE,,READING,2/16/16,Not Discovered Yet,Not Discovered Yet,1,2/16/16,MA
7325200,44 BOW ST,,ARLINGTON,5/3/16,Not Discovered Yet,Not Discovered Yet,1,5/3/16,MA
7330821,44 BREED ST,,EAST BOSTON,12/21/16,Not Discovered Yet,Not Discovered Yet,1,12/21/16,MA
1741909,44 BROADWAY,,STONEHAM,8/26/14,3,3,3,8/25/16,MA
7326838,44 COOKSON TER,,DORCHESTER,6/13/16,Not Discovered Yet,Not Discovered Yet,2A,12/27/16,MA
7324412,44 DERBY ST,,SALEM,4/5/16,Not Discovered Yet,Not Discovered Yet,1,4/6/16,MA
7330346,44 FROST RD,,BELMONT,11/23/16,Not Discovered Yet,Not Discovered Yet,1,11/24/16,MA
7325561,44 GROVE ST,,WEYMOUTH,5/14/16,Not Discovered Yet,Not Discovered Yet,1,5/15/16,MA
338738,44 HARVARD ST,,QUINCY,10/14/10,3,3,2,12/10/16,MA
4228754,44 HASKELL AVE,,CLINTON,5/27/15,Not Discovered Yet,3,2,11/3/16,MA
7329652,44 HOUSTON AVE,,SAUGUS,10/20/16,Not Discovered Yet,Not Discovered Yet,1,10/20/16,MA
7326849,44 HUMPHREYS ST,,DORCHESTER,6/10/16,Not Discovered Yet,Not Discovered Yet,2A,9/20/16,MA
7328747,44 INTERVALE ST,,DORCHESTER,8/20/16,Not Discovered Yet,Not Discovered Yet,2A,9/16/16,MA
7325727,44 MARY ST,,ARLINGTON,5/19/16,Not Discovered Yet,Not Discovered Yet,1,5/19/16,MA
7323955,44 MURDOCK AVE,,QUINCY,3/11/16,Not Discovered Yet,Not Discovered Yet,1,3/11/16,MA
7324205,44 MURDOCK AVE,,QUINCY,3/16/16,Not Discovered Yet,Not Discovered Yet,2,5/13/16,MA
1726438,44 MYRTLE ST,,LYNN,5/22/14,3,3,3,9/26/16,MA
3205095,44 OLD RD,,WESTON,2/26/15,Not Discovered Yet,3,2,9/21/16,MA
7330828,44 ORANGE ST,,CHELSEA,12/21/16,Not Discovered Yet,Not Discovered Yet,1,12/22/16,MA
7328626,44 PEARSON ST,,SAUGUS,8/31/16,Not Discovered Yet,Not Discovered Yet,2,9/20/16,MA
7331008,44 PIPER RD,,ACTON,12/31/16,Not Discovered Yet,Not Discovered Yet,1,12/31/16,MA
