Leak #,Reported Address,Cross street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,17-SQ-05 Class,Note,State
2824563,103 HIGH ST,,NEWTON,12/12/14,3,3,3,,MA
7325635,103 HOWARD AVE,,DORCHESTER,5/16/16,Not Discovered Yet,Not Discovered Yet,3,,MA
308648,103 KEYSTONE ST,,WEST ROXBURY,10/9/07,3,3,3,,MA
322526,103 MAIN ST,,HINGHAM,5/13/09,3,3,3,,MA
5201109,103 NEPONSET ST,,NORWOOD,7/6/15,Not Discovered Yet,3,3,,MA
233759,103 OAKWOOD AV,,LYNN,8/6/02,3,3,3,,MA
7331089,103 PARKLAND AVE,,LYNN,3/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
914224,103 S MAIN ST,,COHASSET,6/15/12,3,3,3,,MA
325339,103 S WALNUT ST,,QUINCY,8/5/09,3,3,3,,MA
1761649,103 SANBORN AVE,,WEST ROXBURY,8/27/14,3,3,3,,MA
7327337,103 SPRING ST,,MEDFORD,7/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
303431,103 SYLVAN ST,,DANVERS,8/10/07,3,3,3,,MA
5590478,103 WALNUT ST,,WELLESLEY,7/24/15,Not Discovered Yet,3,3,,MA
335450,1032 CENTRE ST,,NEWTON,7/17/10,3,3,3,,MA
334673,1033 MORTON ST,,DORCHESTER,6/8/10,3,3,3,,MA
196029,1035 HUMPHREY ST,,SWAMPSCOTT,8/4/00,3,3,3,,MA
1688878,1036 SUMMER ST,,LYNNFIELD,7/9/14,3,3,3,,MA
4880433,104 ASHLAND ST,,MELROSE,7/18/15,Not Discovered Yet,3,3,,MA
7324671,104 BEACH ST,,QUINCY,6/29/12,Missed 2,Missed 2,3,,MA
1058569,104 COLBERG AVE,,ROSLINDALE,11/5/12,3,3,3,,MA
190082,104 DRESSER ST,,SOUTHBRIDGE,3/15/00,3,3,3,,MA
915112,104 ELM AVE,,QUINCY,6/28/12,3,3,3,,MA
280150,104 ELM ST,,STONEHAM,9/29/05,3,3,3,,MA
4338962,104 ELMWOOD RD,,WELLESLEY,6/4/15,Not Discovered Yet,3,3,,MA
127301,104 ENDICOTT ST,,WEYMOUTH,8/11/98,3,3,3,,MA
1384940,104 LYNN FELLS PKY,,MELROSE,10/28/13,3,3,3,,MA
7326895,104 LYNN FELLS PKY,,MELROSE,6/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
299538,104 MAIN ST,,SAUGUS,4/10/07,3,3,3,,MA
289672,104 MASSACHUSETTS AV,,LEXINGTON,6/19/06,3,3,3,,MA
7330326,104 MOUNT PLEASANT AVE,,ROXBURY,11/16/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
793117,104 OLD SUDBURY RD,,WAYLAND,1/27/12,3,3,3,,MA
7329656,104 PERKINS ST,,MELROSE,10/15/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325426,104 STEARNS HILL RD,,WALTHAM,5/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4787528,104 SUMMER ST,,ARLINGTON,6/17/15,Not Discovered Yet,3,3,,MA
1594108,104 SUMMER ST,,HINGHAM,3/19/14,3,3,3,,MA
7330963,1041 ADAMS ST,,DORCHESTER,10/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
230055,1046 CHESTNUT ST,,NEWTON,8/3/01,3,3,3,,MA
1365459,105 BARTON DR,,SUDBURY,10/1/13,3,3,3,,MA
4789582,105 BOWDOIN ST,,DORCHESTER,6/29/15,Not Discovered Yet,3,3,,MA
4896074,105 BROADWAY,,MALDEN,7/7/15,Not Discovered Yet,3,3,,MA
108694,105 CENTRE ST,,MILTON,11/6/96,3,3,3,,MA
305373,105 CENTRE ST,,QUINCY,10/16/07,3,3,3,,MA
284243,105 CONCORD RD,,SUDBURY,10/27/05,3,3,3,,MA
247836,105 DUDLEY ST,,ROXBURY,6/23/03,3,3,3,,MA
303170,105 ELLIOTT ST,,DANVERS,8/2/07,3,3,3,,MA
1377890,105 ELLIOTT ST,,DANVERS,10/3/13,3,3,3,,MA
7322673,105 FLETCHER RD,,BEDFORD,1/6/16,Not Discovered Yet,Not Discovered Yet,3,,MA
325531,105 GREENFIELD RD,,DORCHESTER,7/14/09,3,3,3,,MA
260709,105 GREENLEAF AV,,MEDFORD,5/28/04,3,3,3,,MA
762166,105 KENOZA AVE,,HAVERHILL,1/23/12,3,3,3,,MA
7321097,105 MAIN ST,,SOUTHBRIDGE,11/5/15,Not Discovered Yet,3,3,,MA
5350669,105 MARTINS LN,,HINGHAM,8/11/15,Not Discovered Yet,3,3,,MA
5248619,105 MEADOWBROOK RD,,WESTON,8/3/15,Not Discovered Yet,3,3,,MA
2811011,105 ORCHARD ST,,WATERTOWN,8/28/14,3,3,3,,MA
151830,105 RANDOLPH AV,,MILTON,6/18/99,3,3,3,,MA
3177281,105 SUMMER ST,,LYNNFIELD,3/3/15,Not Discovered Yet,3,3,,MA
7327549,105 WOODLAND RD,,BROOKLINE,7/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4093447,1052 MAIN ST,,HAVERHILL,5/12/15,Not Discovered Yet,3,3,,MA
262366,106 ATLANTIC AV,,MARBLEHEAD,6/24/04,3,3,3,,MA
270423,106 CEDRIC RD,,NEWTON,6/7/04,3,3,3,,MA
932595,106 CLIFF RD,,WELLESLEY,7/6/12,3,3,3,,MA
262988,106 CORNELL ST,,ROSLINDALE,7/13/04,3,3,3,,MA
103645,106 CUMMINGS PK,,WOBURN,9/5/96,3,3,3,,MA
280151,106 ELM ST,,STONEHAM,9/29/05,3,3,3,,MA
348855,106 ETNA ST,,BRIGHTON,7/15/11,3,3,3,,MA
7326538,106 FULTON SPRING RD,,MEDFORD,6/10/16,Not Discovered Yet,Not Discovered Yet,3,,MA
262126,106 GLENDALE ST,,EVERETT,6/28/04,3,3,3,,MA
7331125,106 LOTHROP ST,,BEVERLY,4/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1727407,106 MAIN ST,,STONEHAM,8/18/14,3,3,3,,MA
7325151,106 STURGES ST,,MEDFORD,4/28/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7321392,106 VETERANS WAY,,GLOUCESTER,11/12/15,Not Discovered Yet,3,3,,MA
316255,106 W MAIN ST,,WEST BROOKFIELD,11/24/08,3,3,3,,MA
125992,106 WASHINGTON ST,,AYER,7/15/98,3,3,3,,MA
326688,106 WASHINGTON ST,,QUINCY,8/27/09,3,3,3,,MA
1688865,1065 SUMMER ST,,LYNNFIELD,7/8/14,3,3,3,,MA
7326614,1066 WALNUT ST,,NEWTON,6/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327244,107 ANDOVER ST,,DANVERS,6/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1762369,107 BOGLE ST,,WESTON,10/1/14,3,3,3,,MA
1377900,107 CONANT ST,,DANVERS,10/7/13,3,3,3,,MA
329280,107 E MAIN ST,,WEST BROOKFIELD,12/14/09,3,3,3,,MA
7324633,107 FERRY ST,,EVERETT,4/11/16,Not Discovered Yet,Not Discovered Yet,3,,MA
325814,107 GODDARD ST,,QUINCY,8/7/09,3,3,3,,MA
292348,107 GREAT REPUBLIC AV,,WEYMOUTH,9/9/06,3,3,3,,MA
1662413,107 HOLLINGSWORTH ST,,LYNN,6/10/14,3,3,3,,MA
346299,107 KERNWOOD DR,,LYNN,4/14/11,3,3,3,,MA
3743012,107 LANCASTER ST,,LEOMINSTER,9/23/14,Missed,3,3,,MA
7328061,107 LOW ST,,NEWBURYPORT,8/8/16,Not Discovered Yet,Not Discovered Yet,1,,MA
4970455,107 MARGIN ST,,PEABODY,7/21/15,Not Discovered Yet,3,3,,MA
324218,107 MERRYMOUNT RD,,QUINCY,6/22/09,3,3,3,,MA
1705795,107 OCEAN AVE,,MARBLEHEAD,7/22/14,3,3,3,,MA
7329623,107 PLYMPTON RD,,SUDBURY,10/14/16,Not Discovered Yet,Not Discovered Yet,3,,MA
295798,107 RESERVATION RD,,MILTON,12/8/06,3,3,3,,MA
306068,107 ROCKWELL ST,,MALDEN,11/10/07,3,3,3,,MA
333790,107 SHARON ST,,MEDFORD,5/27/10,3,3,3,,MA
250858,107 SHORE AV,,QUINCY,9/15/03,3,3,3,,MA
305992,107 UNIVERSITY RD,,BROOKLINE,10/31/07,3,3,3,,MA
4498804,107 VINE ST,,LEXINGTON,6/8/15,Not Discovered Yet,3,3,,MA
6015776,1070 BEDFORD ST,,ABINGTON,9/9/15,Not Discovered Yet,3,3,,MA
6049163,1074 ADAMS ST,,DORCHESTER,9/14/15,Not Discovered Yet,3,3,,MA
5591542,1075 COMMONWEALTH AVE,,NEWTON,8/19/15,Not Discovered Yet,3,3,,MA
7325122,1075 WASHINGTON ST,,BRAINTREE,4/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4789539,1078 BLUE HILL AVE,,DORCHESTER,7/8/15,Not Discovered Yet,3,3,,MA
6118331,1078 WASHINGTON ST,,WHITMAN,9/16/15,Not Discovered Yet,3,3,,MA
275673,108 ADDISON ST,,CHELSEA,6/13/05,3,3,3,,MA
241525,108 CODMAN RD,,LINCOLN,9/6/02,3,3,3,,MA
2821493,108 CONCORD RD,,WAYLAND,9/22/14,3,3,3,,MA
270659,108 CONCORD ST,,NEWTON,7/23/04,3,3,3,,MA
7326963,108 CORNING ST,,BEVERLY,6/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3705391,108 E MAIN ST,,AYER,8/20/14,Missed,3,3,,MA
4508038,108 LOWELL ST,,PEABODY,6/9/15,Not Discovered Yet,3,3,,MA
318764,108 MAIN ST,,MELROSE,2/10/09,3,3,3,,MA
288966,108 MAPLE ST,,ROXBURY,6/1/06,3,3,3,,MA
1621402,108 MEDFORD ST,,ARLINGTON,3/13/14,3,3,3,,MA
256987,108 NEPONSET AV,,DORCHESTER,2/14/04,3,3,3,,MA
1763766,108 NEWBURY ST,,BOSTON,8/29/14,3,3,3,,MA
333154,108 PINE RIDGE RD,,MEDFORD,5/6/10,3,3,3,,MA
234989,108 SHERMAN ST,,QUINCY,9/7/02,3,3,3,,MA
7323837,108 STRAWBERRY HILL RD,,ACTON,2/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7324266,108 WATER ST,,WATERTOWN,3/3/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1337305,108 WINDSOR RD,,NEWTON,8/21/13,3,3,3,,MA
273072,1082 COMMONWEALTH AV,,BROOKLINE,3/11/05,3,3,3,,MA
7327142,1083 BOYLSTON ST,,NEWTON,6/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3190316,1084 BOYLSTON ST,,NEWTON,3/9/15,Not Discovered Yet,2A,3,,MA
1277178,1086 BOYLSTON ST,,BOSTON,4/1/13,3,3,3,,MA
2349834,109 ALLERTON RD,,NEWTON,12/26/14,3,3,3,,MA
346187,109 BACON ST,,WALTHAM,4/27/11,3,3,3,,MA
7327163,109 BAKER AVE,,CONCORD,7/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
5091077,109 CHERRY ST,,MALDEN,7/27/15,Not Discovered Yet,3,3,,MA
1730340,109 COMMONWEALTH AVE,,BOSTON,8/1/14,3,3,3,,MA
7325858,109 FLORENCE ST,,MELROSE,5/17/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4308385,109 GILE ST,,HAVERHILL,5/21/15,Not Discovered Yet,3,3,,MA
4860174,109 GROVE ST,,WELLESLEY,7/17/15,Not Discovered Yet,3,3,,MA
907626,109 LOCUST ST,,BURLINGTON,6/18/12,3,3,3,,MA
1109690,109 MINUTEMAN DR,,CONCORD,1/7/13,3,3,3,,MA
7325387,109 MOUNT WASHINGTON ST,,EVERETT,5/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1520169,109 NORFOLK AVE,,ROXBURY,2/7/14,3,3,3,,MA
1038386,109 OLD FARM RD,,NEWTON,10/31/12,3,3,3,,MA
329907,109 OLD ORCHARD RD,,NEWTON,12/18/09,3,3,3,,MA
337330,109 ROCK ISLAND RD,,QUINCY,9/15/10,3,3,3,,MA
291662,109 SUMMER ST,,HINGHAM,8/14/06,3,3,3,,MA
326172,109 THORNTON ST,,REVERE,9/3/09,3,3,3,,MA
346898,109 WESTMINSTER AVE,,ARLINGTON,5/15/11,3,3,3,,MA
250297,1091 WINTHROP AV,,REVERE,8/22/03,3,3,3,,MA
320143,1094 FELLSWAY W,,MEDFORD,3/11/09,3,3,3,,MA
264894,1096 OLD WEST WARREN RD,,WARREN,8/26/04,3,3,3,,MA
7328098,1097 W ROXBURY PKY,,BROOKLINE,8/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1316848,11 ADAMS ST,,WATERTOWN,8/19/13,3,3,3,,MA
1505591,11 ADLEY DR,,ABINGTON,9/26/13,3,3,3,,MA
4105274,11 ANGIER CIR,,NEWTON,4/1/15,Not Discovered Yet,3,3,,MA
3814504,11 ANNAFRAN ST,,ROSLINDALE,3/16/15,Not Discovered Yet,3,3,,MA
836223,11 ARNOLD RD,,WELLESLEY,3/7/12,3,3,3,,MA
270749,11 BANCROFT AV,,READING,1/13/04,3,3,3,,MA
7328782,11 BATES RD,,MILTON,9/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6338669,11 BELLEVUE RD,,LYNN,9/24/15,Not Discovered Yet,3,3,,MA
1557618,11 BOXFORD RD,,TOPSFIELD,2/27/14,3,3,3,,MA
7330560,11 BROADWAY,,BEVERLY,5/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1329537,11 BURNSIDE ST,,MEDFORD,8/26/13,3,3,3,,MA
344513,11 CALVIN RD,,JAMAICA PLAIN,3/9/11,3,3,3,,MA
1671137,11 CAMERON RD,,LYNN,6/9/14,3,3,3,,MA
3862414,11 CANTERBURY RD,,NEWTON,4/7/15,Not Discovered Yet,3,3,,MA
5336135,11 CARVER RD,,WELLESLEY,7/31/15,Not Discovered Yet,3,3,,MA
1738157,11 CHATHAM WAY,,LYNNFIELD,8/26/14,3,3,3,,MA
336338,11 CLERMONT ST,,DORCHESTER,7/28/10,3,3,3,,MA
2582158,11 CLEVELAND AVE,,HAVERHILL,12/17/14,3,3,3,,MA
1392140,11 COUGHLIN ST,,ACTON,7/30/12,3,3,3,,MA
333306,11 CRANMORE RD,,BRAINTREE,5/11/10,3,3,3,,MA
93598,11 DESOTA ST,,SAUGUS,5/16/95,3,3,3,,MA
7323098,11 DOUGLAS DR,,SUDBURY,12/9/15,Not Discovered Yet,Missed 2,3,,MA
217516,11 DRESSER HILL RD,,DUDLEY,6/8/01,3,3,3,,MA
1727644,11 ESSEX ST,,LYNNFIELD,8/15/14,3,3,3,,MA
1392180,11 ETHAN ALLEN DR,,ACTON,6/8/13,3,3,3,,MA
346174,11 FAIRMONT AVE,,NEWTON,3/29/11,3,3,3,,MA
7326259,11 FELT ST,,SALEM,5/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
312341,11 FLINT ST,,SOMERVILLE,7/18/08,3,3,3,,MA
7326256,11 FULTON RD,,LEXINGTON,6/3/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6691602,11 GAGE RD,,WAYLAND,9/28/15,Not Discovered Yet,3,3,,MA
7155886,11 GARDEN RD,,WELLESLEY,10/22/15,Not Discovered Yet,3,3,,MA
932498,11 GEORGE ST,,WATERTOWN,7/12/12,3,3,3,,MA
325344,11 HADDON ST,,REVERE,8/11/09,3,3,3,,MA
3094006,11 HALCYON RD,,NEWTON,2/22/15,Not Discovered Yet,3,3,,MA
7322186,11 HALE ST,,LEOMINSTER,10/6/15,Not Discovered Yet,3,3,,MA
259387,11 HAMLET ST,,DORCHESTER,4/21/04,3,3,3,,MA
349795,11 HAROLD ST,,MILTON,6/18/11,3,3,3,,MA
4989296,11 HITCHCOCK TER,,QUINCY,7/2/15,Not Discovered Yet,3,3,,MA
313719,11 HOMER RD,,QUINCY,8/12/08,3,3,3,,MA
1712663,11 HOPESTILL ST,,DORCHESTER,7/22/14,3,3,3,,MA
7325272,11 HOWARD ST,,BROOKFIELD,5/5/16,Not Discovered Yet,Not Discovered Yet,3,,MA
906103,11 HUDSON ST,,MILTON,5/30/12,3,3,3,,MA
289449,11 KENMORE RD,,BELMONT,2/23/06,3,3,3,,MA
273152,11 KENMORE RD,,BRAINTREE,3/28/05,3,3,3,,MA
1317537,11 LAFAYETTE ST,,MARBLEHEAD,8/6/13,3,3,3,,MA
4304379,11 LAKE SHORE DR,,WEST BROOKFIELD,7/31/14,Missed,3,3,,MA
7328190,11 LAKEWOOD DR,,SUDBURY,8/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7322007,11 LORNE RD,,ARLINGTON,12/6/15,Not Discovered Yet,3,3,,MA
7330551,11 MAPLE ST,,SHIRLEY,12/5/16,Not Discovered Yet,Not Discovered Yet,3,,MA
303892,11 MARYVALE LN,,PEABODY,8/24/07,3,3,3,,MA
335918,11 MCGRATH HWY,,QUINCY,7/30/10,3,3,3,,MA
7327793,11 MILLER DR,,WARREN,7/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7157995,11 MOCCASIN HILL RD,,LINCOLN,10/19/15,Not Discovered Yet,3,3,,MA
1671402,11 MYSTIC AVE,,LYNN,6/20/14,3,3,3,,MA
840061,11 NEVINS ST,,BRIGHTON,3/19/12,3,3,2,,MA
7330830,11 NEWHALL ST,,DORCHESTER,12/14/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
311600,11 NEWTON RD,,MEDFORD,6/23/08,3,3,3,,MA
840018,11 OAK KN,,ARLINGTON,2/17/12,3,3,3,,MA
7325842,11 OAK ST,,WAYLAND,9/3/15,Not Discovered Yet,Missed 2,3,,MA
1393002,11 OAKWOOD RD,,ACTON,7/12/12,3,3,3,,MA
7325658,11 PARK RD,,EVERETT,5/16/16,Not Discovered Yet,Not Discovered Yet,3,,MA
469108,11 PEARL ST,,WOBURN,10/11/11,3,3,3,,MA
3742833,11 PINE ST,,LEOMINSTER,2/22/15,Not Discovered Yet,3,3,,MA
7329824,11 PINES RD,,REVERE,10/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325818,11 PLIMPTON RD,,NEWTON,4/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
262150,11 POWDER HOUSE RD,,MEDFORD,6/28/04,3,3,3,,MA
298173,11 QUINCY ST,,ARLINGTON,2/20/07,3,3,3,,MA
326424,11 REARDON ST,,QUINCY,8/20/09,3,3,3,,MA
7330887,11 REDWOOD DR,,NORWOOD,12/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1429453,11 REGIS RD,,ARLINGTON,11/21/13,3,3,3,,MA
7323096,11 RIDGEWAY TER,,NEWTON,1/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
229606,11 RINGER ST,,LEOMINSTER,4/30/02,3,3,3,,MA
347547,11 RISLEY RD,,BROOKLINE,6/12/11,3,3,3,,MA
302485,11 ROBERT BEST RD,,SUDBURY,6/26/07,3,3,3,,MA
7324081,11 ROCKAWAY ST,,LYNN,3/10/16,Not Discovered Yet,Not Discovered Yet,3,,MA
251838,11 ROCKNE AV,,DORCHESTER,9/24/03,3,3,3,,MA
1769372,11 ROSE AVE,,MARBLEHEAD,10/16/14,3,3,3,,MA
325478,11 SAGAMORE ST,,DORCHESTER,7/14/09,3,3,3,,MA
5421530,11 SAWMILL WAY,,GEORGETOWN,6/4/15,Not Discovered Yet,3,3,,MA
337469,11 SCARSDALE RD,,NEWTON,9/17/10,3,3,3,,MA
99212,11 SHERWOOD RD,,WINCHESTER,6/5/96,3,3,3,,MA
277711,11 SIXTH ST,,NORWOOD,8/1/05,3,3,3,,MA
254936,11 STONEWOOD LN,,BRAINTREE,12/31/03,3,3,3,,MA
347148,11 SUMMER ST,,WINCHESTER,5/26/11,3,3,3,,MA
7328110,11 SYLVAN ST,,DANVERS,7/31/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6437671,11 UPHILL LN,,LYNN,9/28/15,Not Discovered Yet,3,3,,MA
796835,11 VIRGINIA RD,,NEWTON,2/6/12,3,3,3,,MA
7321982,11 WALLINGFORD RD,,BRIGHTON,11/27/15,Not Discovered Yet,3,3,,MA
4802335,11 WARE POINT RD,,WEST BROOKFIELD,6/25/15,Not Discovered Yet,3,3,,MA
5592207,11 WARE ST,,WESTON,8/10/15,Not Discovered Yet,3,3,,MA
219984,11 WARREN ST,,SALEM,8/2/01,3,3,3,,MA
7324480,11 WASHINGTON ST,,LEOMINSTER,3/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
323103,11 WATERSTON AVE,,QUINCY,5/28/09,3,3,3,,MA
7325144,11 WAVERLY ST,,EVERETT,4/28/16,Not Discovered Yet,Not Discovered Yet,3,,MA
290671,11 WEBSTER ST,,HULL,7/19/06,3,3,3,,MA
1738161,11 YORKSHIRE DR,,LYNNFIELD,8/25/14,3,3,3,,MA
5002730,110 BELLVALE ST,,MALDEN,7/28/15,Not Discovered Yet,3,3,,MA
1363313,110 CEDAR ST,,NEWTON,9/10/13,3,3,3,,MA
333436,110 DOTY ST,,WALTHAM,5/18/10,3,3,3,,MA
7323596,110 E BROADWAY,,HAVERHILL,2/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
300016,110 FLOYD ST,,DORCHESTER,4/26/07,3,3,3,,MA
7323902,110 FRONT ST,,BRAINTREE,3/5/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1364339,110 GLEN RD,,WELLESLEY,10/1/13,3,3,3,,MA
343906,110 JERUSALEM RD,,COHASSET,2/15/11,3,3,3,,MA
1790784,110 MAIN ST,,WOBURN,11/3/14,3,3,3,,MA
1391863,110 MECHANIC ST,,LEOMINSTER,8/21/12,3,3,3,,MA
7325669,110 PRINCETON ST,,MEDFORD,5/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
325485,110 PROCTOR AVE,,REVERE,8/14/09,3,3,3,,MA
2339475,110 SHUTE ST,,EVERETT,12/24/14,3,3,3,,MA
293181,110 STANDISH RD,,WATERTOWN,8/4/06,3,3,3,,MA
1695686,110 VINE ST,,READING,7/14/14,3,3,3,,MA
7329571,1100 DORCHESTER AVE,,DORCHESTER,10/12/16,Not Discovered Yet,Not Discovered Yet,2,,MA
1754401,1100 MIDDLESEX TPKE,,BURLINGTON,9/15/14,3,3,3,,MA
193267,1100 WASHINGTON ST,,WHITMAN,6/21/00,3,3,3,,MA
2834767,1104 COMMONWEALTH AVE,,NEWTON,10/18/14,3,3,3,,MA
327007,1104 MAIN ST,,WARREN,9/25/09,3,3,3,,MA
324289,1104 MASSACHUSETTS AVE,,DORCHESTER,7/9/09,3,3,3,,MA
1230877,1105 WASHINGTON ST,,NEWTON,5/20/13,3,3,3,,MA
1779952,1108 ADAMS ST,,DORCHESTER,10/8/14,3,3,3,,MA
347242,1108 FELLSWAY,,MEDFORD,6/1/11,3,3,3,,MA
325332,111 ARNOLD ST,,QUINCY,8/5/09,3,3,3,,MA
306665,111 ATLANTIC AVE,,COHASSET,12/10/07,3,3,3,,MA
108267,111 BLUE HILLS PKWY,,MILTON,11/7/96,3,3,3,,MA
7329715,111 BOGLE ST,,WESTON,10/17/16,Not Discovered Yet,Not Discovered Yet,3,,MA
341084,111 BOWDOIN AVE,,DORCHESTER,10/8/10,3,3,3,,MA
1630995,111 CAMBRIDGE ST,,WINCHESTER,5/14/14,3,3,3,,MA
326327,111 CENTRE ST,,QUINCY,8/12/09,3,3,3,,MA
289466,111 ESSEX ST,,QUINCY,6/6/06,3,3,3,,MA
301999,111 GALEN ST,,WATERTOWN,6/20/07,3,3,3,,MA
7327702,111 HOBART RD,,NEWTON,7/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7321911,111 LOCUST ST,,LYNN,11/28/15,Not Discovered Yet,3,3,,MA
7322548,111 OAKDALE RD,,NEWTON,12/9/15,Not Discovered Yet,Missed 2,3,,MA
248165,111 S BEDFORD ST,,BURLINGTON,7/14/03,3,3,3,,MA
4878299,111 SCHOOL ST,,GROVELAND,6/26/15,Not Discovered Yet,3,3,,MA
7326918,111 SCHOOL ST,,GROVELAND,6/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1729377,111 SOUTH RD,,BEDFORD,8/24/14,3,3,3,,MA
7327374,111 SPRING ST,,MEDFORD,7/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326649,111 SYCAMORE RD,,MELROSE,6/16/16,Not Discovered Yet,Not Discovered Yet,3,,MA
303428,111 SYLVAN ST,,DANVERS,8/10/07,3,3,3,,MA
375365,111 VERMONT ST,,WEST ROXBURY,9/9/11,3,3,3,,MA
335398,111 WEYHAM RD,,WEYMOUTH,7/15/10,3,3,3,,MA
329668,1110 DORCHESTER AVE,,DORCHESTER,12/8/09,3,3,3,,MA
7325266,1111 BEACON ST,,NEWTON,4/11/16,Not Discovered Yet,Not Discovered Yet,3,,MA
267304,1111 BOYLSTON ST,,BOSTON,10/13/04,3,3,3,,MA
153595,1111 BROOK RD,,MILTON,7/29/99,3,3,3,,MA
346608,1111 MAIN ST,,WALTHAM,5/4/11,3,3,3,,MA
1342941,1112 CENTRE ST,,NEWTON,9/12/13,3,3,3,,MA
7326426,1117 BOYLSTON ST,,BROOKLINE,6/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326091,112 ALABAMA ST,,DORCHESTER,5/31/16,Not Discovered Yet,Not Discovered Yet,3,,MA
283089,112 BOSTON ST,,SALEM,12/7/05,3,3,3,,MA
1331338,112 CASTLE RD,,NAHANT,9/3/13,3,3,3,,MA
7325657,112 CLARK ST,,EVERETT,5/16/16,Not Discovered Yet,Not Discovered Yet,3,,MA
235402,112 COMMERCE WY,,WOBURN,9/18/02,3,3,3,,MA
7322185,112 COTTAGE ST,,LEOMINSTER,10/5/15,Not Discovered Yet,3,3,,MA
7323294,112 DRAKE RD,,BURLINGTON,2/2/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327280,112 DUDLEY ST,,BROOKLINE,7/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
348430,112 ELLIOTT ST,,BEVERLY,6/28/11,3,3,3,,MA
7327881,112 HAMILTON ST,,SOUTHBRIDGE,7/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327882,112 HAMILTON ST,,SOUTHBRIDGE,7/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
215938,112 HANIAN DR,,WEYMOUTH,4/26/01,3,3,3,,MA
3133042,112 HUMPHREY ST,,MARBLEHEAD,3/3/15,Not Discovered Yet,3,3,,MA
233132,112 LINCOLN RD,,ROCKLAND,7/15/02,3,3,3,,MA
234032,112 NEW PARK ST,,LYNN,8/13/02,3,3,3,,MA
4336887,112 OLD CONNECTICUT PATH,,WAYLAND,5/19/15,Not Discovered Yet,3,3,,MA
323510,112 OTIS ST,,MEDFORD,6/12/09,3,3,3,,MA
7322011,112 POWERS RD,,SUDBURY,12/7/15,Not Discovered Yet,3,3,,MA
327144,112 PROSPECT ST,,ROCKLAND,10/3/09,3,3,3,,MA
259457,112 RANDOLPH AV,,MILTON,5/28/04,3,3,3,,MA
4339418,112 ROBERTSON ST,,QUINCY,4/21/15,Not Discovered Yet,3,3,,MA
1690545,112 SUMMER AVE,,READING,7/14/14,3,3,3,,MA
349705,112 WHITNEY RD,,MEDFORD,8/23/11,3,3,3,,MA
266939,1120 BEACON ST,,BROOKLINE,9/27/04,3,3,3,,MA
316714,1120 HANCOCK ST,,QUINCY,12/11/08,3,3,3,,MA
329840,1125 COMMONWEALTH AVE,,NEWTON,11/2/09,3,3,3,,MA
1338224,113 BELL ROCK ST,,EVERETT,9/6/13,3,3,3,,MA
7326296,113 BRIDGE ST,,BEVERLY,5/26/16,Not Discovered Yet,Not Discovered Yet,3,,MA
