Leak #,Reported Address,Cross street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,17-SQ-05 Class,Note,State
324097,35 FRANKLIN ST,,MEDFORD,6/29/09,3,3,3,,MA
7327178,35 GREAT REPUBLIC AVE,,WEYMOUTH,6/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
290500,35 HIGLEY ST,,GROTON,6/15/06,3,3,3,,MA
4275051,35 HOLYOKE ST,,QUINCY,5/11/15,Not Discovered Yet,3,3,,MA
293077,35 HOWARD ST,,NEWTON,9/19/06,3,3,3,,MA
336575,35 HOWIE RD,,BRAINTREE,8/18/10,3,3,3,,MA
340497,35 HUNTINGTON AVE,,BOSTON,10/25/10,3,3,3,,MA
116978,35 LAKE ST,,MIDDLETON,9/30/97,3,3,3,,MA
1182823,35 LAKEWOOD RD,,WEYMOUTH,12/31/12,3,3,3,,MA
7325102,35 LONGVIEW DR,,MARBLEHEAD,4/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
145226,35 LYMAN ST,,BEVERLY,2/23/99,3,3,3,,MA
120370,35 MARIANNE RD,,WALTHAM,2/3/98,3,3,3,,MA
7078798,35 NEW HAVEN ST,,WEST ROXBURY,10/1/15,Not Discovered Yet,2,3,,MA
193681,35 NEWLAND DR,,WHITMAN,6/29/00,3,3,3,,MA
1364587,35 NEWTON ST,,WESTON,10/3/13,3,3,3,,MA
1208704,35 OAK ST,,WINCHESTER,4/29/13,3,3,3,,MA
278059,35 OLYMPIA AV,,WOBURN,8/10/05,3,3,3,,MA
7329620,35 PARADISE RD,,IPSWICH,10/13/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7328880,35 PARK DR,,BOSTON,9/9/16,Not Discovered Yet,Not Discovered Yet,3,,MA
279589,35 PARK ST,,STONEHAM,9/16/05,3,3,3,,MA
1690570,35 PIERCE ST,,READING,7/11/14,3,3,3,,MA
5336472,35 QUEENSBERRY ST,,BOSTON,8/9/15,Not Discovered Yet,3,3,,MA
1659497,35 RIPLEY RD,,COHASSET,6/5/14,3,3,3,,MA
7330977,35 RIPLEY RD,,COHASSET,12/26/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326902,35 S MUNROE TER,,DORCHESTER,6/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4118862,35 SANDY POND RD,,LINCOLN,4/29/15,Not Discovered Yet,3,3,,MA
906052,35 SHEPARD AVE,,SWAMPSCOTT,6/5/12,3,3,3,,MA
1214630,35 STILLMAN RD,,LYNNFIELD,4/4/13,3,3,3,,MA
1348773,35 STILLMAN ST,,BOSTON,5/9/13,3,3,3,,MA
7326991,35 STULTS RD,,BELMONT,6/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325101,35 SUNSET DR,,BEVERLY,4/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6434264,35 TOPPANS LN,,NEWBURYPORT,10/1/15,Not Discovered Yet,3,3,,MA
334962,35 TREMONT ST,,LYNN,6/29/10,3,3,3,,MA
298162,35 UPLAND RD,,ARLINGTON,2/2/07,3,3,3,,MA
7324950,35 VERNON ST,,NAHANT,4/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
243126,35 VINCENT ST,,WHITMAN,3/12/03,3,3,3,,MA
1394212,35 WHITNEY RD,,HARVARD,9/27/13,3,3,3,,MA
304288,35 WILLOW ST,,ACTON,8/20/07,3,3,3,,MA
129115,35 WINTHROP ST,,MILTON,9/24/98,3,3,3,,MA
270590,35-45 MCCARTHY RD,,NEWTON,7/22/04,3,3,3,,MA
7324807,350 COPELAND ST,,QUINCY,4/15/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1698393,350 EDGEMERE RD,,LYNNFIELD,7/22/14,3,3,3,,MA
737088,350 LAKE ST,,BELMONT,1/17/12,3,3,3,,MA
191071,350 MIDDLE ST,,WEYMOUTH,5/5/00,3,3,3,,MA
320667,351 CANTON AVE,,MILTON,3/25/09,3,3,3,,MA
7328573,351 CENTRAL ST,,SAUGUS,8/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1779093,351 CLINTON RD,,BROOKLINE,9/18/14,3,3,3,,MA
3080629,351 FREEPORT ST,,DORCHESTER,2/12/15,Not Discovered Yet,3,3,,MA
253266,351 WABAN AV,,NEWTON,3/18/03,3,3,3,,MA
249622,351 WILLIAM ST,,STONEHAM,8/18/03,3,3,3,,MA
1697666,352 EDGEMERE RD,,LYNNFIELD,7/18/14,3,3,3,,MA
7331088,352 EDGEMERE RD,,LYNNFIELD,2/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326314,352 GALLIVAN BLVD,,DORCHESTER,6/6/16,Not Discovered Yet,Not Discovered Yet,2,,MA
5201402,352 KING ST,,LITTLETON,7/27/15,Not Discovered Yet,3,3,,MA
7322210,353 CHURCH ST,,CLINTON,10/20/15,Not Discovered Yet,3,3,,MA
7329829,353 ELM ST,,SOUTHBRIDGE,10/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7329830,353 ELM ST,,SOUTHBRIDGE,10/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7324835,353 HIGH ST,,MEDFORD,4/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
262374,354 ATLANTIC AV,,MARBLEHEAD,6/29/04,3,3,3,,MA
308388,3548 WASHINGTON ST,,JAMAICA PLAIN,2/22/08,3,3,2,,MA
963353,355 ADAMS ST,,QUINCY,8/9/12,3,3,3,,MA
110929,355 ARLINGTON ST,,ACTON,4/16/97,3,3,3,,MA
1508025,355 GARDNER ST,,HINGHAM,1/23/14,3,3,3,,MA
288305,355 HOMELAND DR,,WHITMAN,5/9/06,3,3,3,,MA
236016,355 LYNNWAY,,LYNN,10/1/02,3,3,3,,MA
692698,355 MYSTIC ST,,ARLINGTON,12/25/11,3,3,3,,MA
347448,355 NEPONSET ST,,NORWOOD,6/8/11,3,3,3,,MA
7327658,355 RALPH TALBOT ST,,WEYMOUTH,7/15/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7324277,355 WAVERLY OAKS RD,,WALTHAM,3/26/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3946286,355 WINTHROP AVE,,REVERE,4/27/15,Not Discovered Yet,3,3,,MA
347548,3550 WASHINGTON ST,,JAMAICA PLAIN,6/11/11,3,3,3,,MA
1726462,356 BROADWAY,,SAUGUS,6/3/14,3,3,3,,MA
230838,356 MAIN ST,,HAVERHILL,5/8/02,3,3,3,,MA
249452,357 COMMERCIAL ST,,BOSTON,8/4/03,3,3,3,,MA
251619,357 GRANITE ST,,QUINCY,9/30/03,3,3,3,,MA
339010,357 NASHAWTUC RD,,CONCORD,11/2/10,3,3,3,,MA
323464,358 MAIN ST,,GROVELAND,6/11/09,3,3,3,,MA
7321003,358 RIDGE ST,,ARLINGTON,4/9/15,Not Discovered Yet,3,3,,MA
7322364,359 HIGHLAND AVE,,WINCHESTER,12/21/15,Not Discovered Yet,3,3,,MA
217539,359 UPHAM ST,,MELROSE,6/7/01,3,3,3,,MA
7321761,36 ADAMS ST,,SOMERVILLE,11/30/15,Not Discovered Yet,3,3,,MA
339062,36 ANDREW AVE,,HULL,11/3/10,3,3,3,,MA
333685,36 APPLE TREE LN,,WEYMOUTH,5/13/10,3,3,3,,MA
1652278,36 ATHERTON ST,,JAMAICA PLAIN,5/19/14,3,3,3,,MA
335206,36 BABCOCK AVE,,WEYMOUTH,7/1/10,3,3,3,,MA
323902,36 BOUNDARY RD,,MALDEN,6/25/09,3,3,3,,MA
270612,36 BREWSTER RD,,SUDBURY,7/29/04,3,3,3,,MA
348922,36 BULOW RD,,HINGHAM,7/14/11,3,3,3,,MA
1751711,36 CAMBRIDGE ST,,BURLINGTON,9/15/14,3,3,3,,MA
262294,36 CHURCH ST,,EVERETT,7/1/04,3,3,3,,MA
325295,36 CURTIS AVE,,QUINCY,8/4/09,3,3,3,,MA
273999,36 E BERKELEY ST,,BOSTON,3/24/05,3,3,3,,MA
1394243,36 FAULKNER HILL RD,,ACTON,10/11/13,3,3,3,,MA
264338,36 FERRY ST,,EVERETT,8/17/04,3,3,3,,MA
336695,36 FESSENDEN ST,,DORCHESTER,7/8/10,3,3,3,,MA
4546630,36 GLEN DR,,PEABODY,6/25/15,Not Discovered Yet,3,3,,MA
43799,36 GREAT RD,,ACTON,10/30/90,3,3,3,,MA
316065,36 HIGHLAND AVE,,HULL,11/14/08,3,3,3,,MA
1705800,36 HIGHLAND AVE,,LYNNFIELD,7/29/14,3,3,3,,MA
323358,36 HOBART ST,,HINGHAM,6/4/09,3,3,3,,MA
1697350,36 HOUGHTON ST,,WOBURN,7/22/14,3,3,3,,MA
6314834,36 HOWARD ST,,SAUGUS,9/17/15,Not Discovered Yet,3,3,,MA
6428499,36 LIBERTY ST,,NEWBURYPORT,9/21/15,Not Discovered Yet,3,3,,MA
2808456,36 LIONEL AVE,,WALTHAM,9/26/14,3,3,3,,MA
302099,36 LOWELL ST,,LEXINGTON,6/27/07,3,3,3,,MA
305355,36 MAGNOLIA AVE,,NEWTON,8/29/07,3,3,3,,MA
289144,36 MARKET ST,,LYNN,6/5/06,3,3,3,,MA
7320894,36 MERRYMOUNT RD,,WEYMOUTH,10/26/15,Not Discovered Yet,3,3,,MA
233729,36 MOUNTAIN AV,,LYNN,8/5/02,3,3,3,,MA
1625861,36 NORTHAMPTON ST,,BOSTON,3/12/14,3,3,3,,MA
228105,36 OCEAN AV,,SWAMPSCOTT,3/6/02,3,3,3,,MA
7327255,36 RADDINS GROVE AVE,,LYNN,6/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
227012,36 RIVER RD,,WESTON,2/19/02,3,3,3,,MA
335350,36 RIVER ST,,DANVERS,7/9/10,3,3,3,,MA
4035366,36 RIVER ST,,WALTHAM,4/13/15,Not Discovered Yet,3,3,,MA
314237,36 ROCKWELL AVE,,MILTON,7/11/08,3,3,3,,MA
1363327,36 ROSLYN RD,,NEWTON,9/6/13,3,3,3,,MA
307510,36 S GATE PIKE,,NEWTON,9/5/07,3,3,3,,MA
1686010,36 SAVILLE AVE,,QUINCY,6/19/14,3,3,3,,MA
7325873,36 SPRING ST,,EVERETT,5/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7330703,36 SPRING VIEW DR,,LYNN,12/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
257766,36 THEODORE ST,,DORCHESTER,3/4/04,3,3,3,,MA
2809842,36 THOMAS ST,,BELMONT,10/13/14,3,3,2,,MA
5646610,36 WARREN AVE,,HARVARD,8/22/15,Not Discovered Yet,3,3,,MA
7328235,36 WEST ST,,BRAINTREE,7/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
314199,36 WHITNEY RD,,QUINCY,9/8/08,3,3,3,,MA
7330921,36 WINTHROP RD,,CHELSEA,12/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
265595,36 WINTHROP ST,,QUINCY,9/10/04,3,3,3,,MA
301825,360 GROVE ST,,MELROSE,6/15/07,3,3,3,,MA
7327543,360 SUMMER ST,,LYNNFIELD,7/14/16,Not Discovered Yet,Not Discovered Yet,3,,MA
255928,360 WASHINGTON ST,,HAVERHILL,1/30/04,3,3,3,,MA
3084346,361 PARKER ST,,NEWTON,2/20/15,Not Discovered Yet,3,3,,MA
1756003,362 BEDFORD ST,,WHITMAN,9/16/14,3,3,3,,MA
97814,362 SOUTH ST,,READING,5/1/96,3,3,3,,MA
332735,3625 WASHINGTON ST,,JAMAICA PLAIN,4/26/10,3,3,3,,MA
41990,363 LEXINGTON ST,,WOBURN,12/30/92,3,3,3,,MA
337008,363 WAVERLY AVE,,NEWTON,6/21/10,3,3,3,,MA
274091,364 BLUE HILLS PKWY,,MILTON,4/22/05,3,3,3,,MA
1652347,364 GRAY ST,,ARLINGTON,5/28/14,3,3,3,,MA
263645,364 MAIN ST,,WEBSTER,8/3/04,3,3,3,,MA
249143,364 SEA ST,,QUINCY,8/7/03,3,3,3,,MA
267172,364 WINTHROP ST,,WINTHROP,10/21/04,3,3,3,,MA
191204,365 ATLANTIC AV,,COHASSET,5/8/00,3,3,3,,MA
197414,365 CENTRAL ST,,SAUGUS,9/13/00,3,3,3,,MA
7327099,365 HAMMOND ST,,NEWTON,7/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
343687,365 SUMMER ST,,LYNNFIELD,2/11/11,3,3,3,,MA
266953,365 WESTON RD,,WELLESLEY,10/13/04,3,3,3,,MA
543797,366 CAMBRIDGE ST,,WINCHESTER,11/13/11,3,3,3,,MA
303897,366 CENTRAL ST,,ACTON,8/17/07,3,3,3,,MA
131547,366 COMMERCIAL ST,,BOSTON,12/3/98,3,3,3,,MA
312501,366 SAVIN HILL AVE,,DORCHESTER,7/10/08,3,3,3,,MA
7327083,366 WASHINGTON ST,,BROOKLINE,7/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327564,367 ALBEMARLE RD,,NEWTON,6/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
283454,367 BLUE HILL AV,,ROXBURY,12/14/05,3,3,3,,MA
313124,367 BROADWAY,,SOMERVILLE,8/13/08,3,3,3,,MA
215901,367 LEXINGTON ST,,WOBURN,4/19/01,3,3,3,,MA
1716806,367 MAIN ST,,HAVERHILL,7/25/14,3,3,3,,MA
7329551,367 SOUTH ST,,BROOKLINE,9/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
157066,368 SUMMER ST,,LYNN,10/27/99,3,3,3,,MA
244175,369 LOWELL ST,,READING,3/31/03,3,3,3,,MA
129677,369 NORTH AV,,ROCKLAND,10/6/98,3,3,3,,MA
1743893,37 ALBION AVE,,STONEHAM,8/27/14,3,3,3,,MA
41651,37 ATKINS AV,,LYNN,8/11/94,3,3,3,,MA
250076,37 BEACON ST,,BOSTON,8/15/03,3,3,3,,MA
922781,37 BOULDER RD,,WELLESLEY,7/2/12,3,3,3,,MA
7328379,37 BRUCE ST,,LITTLETON,8/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1727637,37 CHATHAM WAY,,LYNNFIELD,8/15/14,3,3,3,,MA
348986,37 CHESTNUT ST,,STONEHAM,7/29/11,3,3,3,,MA
245050,37 CLARKSON ST,,DORCHESTER,3/31/03,3,3,3,,MA
7328249,37 CLIFF ST,,SOUTHBRIDGE,8/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
281097,37 E MAIN ST,,WEST BROOKFIELD,10/27/05,3,3,3,,MA
341176,37 ELM ST,,BROOKLINE,10/13/10,3,3,3,,MA
267260,37 FAY ST,,LYNN,10/14/04,3,3,3,,MA
275377,37 GROVE ST,,SPENCER,5/25/05,3,3,3,,MA
5120450,37 HAMDEN CIR,,QUINCY,7/31/15,Not Discovered Yet,3,3,,MA
7331105,37 HEMLOCK RD,,WEST ROXBURY,10/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7331152,37 HILLTOP DR,,BURLINGTON,12/29/16,Not Discovered Yet,Not Discovered Yet,2,,MA
324222,37 HOBOMACK RD,,QUINCY,6/30/09,3,3,3,,MA
288988,37 JOY ST,,BOSTON,5/25/06,3,3,3,,MA
263554,37 LINCOLN ST,,WEBSTER,7/27/04,3,3,3,,MA
7325391,37 LINDEN ST,,MEDFORD,5/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
277950,37 LISA DR,,LEOMINSTER,8/5/05,3,3,3,,MA
5103919,37 MAPLE ST,,MALDEN,7/27/15,Not Discovered Yet,3,3,,MA
279583,37 MAPLE ST,,STONEHAM,9/16/05,3,3,3,,MA
288079,37 MAYWOOD ST,,ROXBURY,5/9/06,3,3,3,,MA
1217677,37 MOSS HILL RD,,JAMAICA PLAIN,5/6/13,3,3,3,,MA
348233,37 OCEAN AVE,,LYNN,6/14/11,3,3,3,,MA
323844,37 PROSPECT ST,,MALDEN,6/18/09,3,3,3,,MA
1690491,37 ROSSMORE RD,,LYNNFIELD,6/30/14,3,3,3,,MA
288404,37 ROXBURY ST,,ROXBURY,5/23/06,3,3,3,,MA
343629,37 SHAW ST,,NEWTON,2/13/11,3,3,3,,MA
7326637,37 SOUTH ST,,MEDFORD,6/14/16,Not Discovered Yet,Not Discovered Yet,3,,MA
326752,37 SOUTH ST,,SOUTHBRIDGE,9/15/09,3,3,3,,MA
5137627,37 SUMMER ST,,WESTON,7/29/15,Not Discovered Yet,2,3,,MA
108652,37 VINE ST,,LYNN,8/29/96,3,3,3,,MA
692911,37 WASHINGTON ST,,BEDFORD,12/20/11,3,3,3,,MA
108123,37 WESTMINSTER RD,,WEYMOUTH,10/17/96,3,3,3,,MA
7328640,37 WILMINGTON RD,,BURLINGTON,8/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
341419,370 BACON ST,,WALTHAM,1/28/11,3,3,3,,MA
234693,370 CHESTNUT HILL AV,,BRIGHTON,8/30/02,3,3,3,,MA
265771,370 CLYDE ST,,BROOKLINE,8/31/04,3,3,3,,MA
318563,370 COPELAND ST,,QUINCY,2/4/09,3,3,3,,MA
264186,371 BROADWAY,,SAUGUS,8/12/04,3,3,3,,MA
235785,371 SOUTH AV,,WHITMAN,9/20/02,3,3,3,,MA
7322377,371 VERMONT ST,,WEST ROXBURY,12/25/15,Not Discovered Yet,3,3,,MA
7329772,371 WALNUT ST,,BROOKLINE,10/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
949980,372 BOSTON POST RD,,WESTON,7/31/12,3,3,3,,MA
7327380,372 CAMBRIDGE ST,,BURLINGTON,6/28/16,Not Discovered Yet,Not Discovered Yet,3,,MA
220137,372 FERRY ST,,MALDEN,6/4/01,3,3,3,,MA
329001,372 NORTH ST,,WEYMOUTH,11/30/09,3,3,3,,MA
191209,373 ATLANTIC AV,,COHASSET,5/9/00,3,3,3,,MA
347449,373 NEPONSET ST,,NORWOOD,6/8/11,3,3,3,,MA
349772,374 HYDE PARK AVE,,JAMAICA PLAIN,7/22/11,3,3,3,,MA
7326425,375 LEE ST,,BROOKLINE,6/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6897969,375 TOTTEN POND RD,,WALTHAM,10/5/15,Not Discovered Yet,3,3,,MA
4535015,375 WASHINGTON AVE,,REVERE,6/16/15,Not Discovered Yet,3,3,,MA
294413,376 MYSTIC AV,,SOMERVILLE,10/26/06,3,3,3,,MA
325653,376 VANE ST,,REVERE,8/18/09,3,3,3,,MA
7328576,377 CENTRAL ST,,SAUGUS,8/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
278341,377 LEXINGTON ST,,WOBURN,8/17/05,3,3,3,,MA
7328399,377 MAIN ST,,SAUGUS,8/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6977821,378 BOSTON POST RD,,SUDBURY,9/16/15,Not Discovered Yet,3,3,,MA
1338228,378 SWAINS POND AVE,,MELROSE,9/6/13,3,3,3,,MA
707626,379 FELLSWAY W,,MEDFORD,1/7/12,3,3,3,,MA
958633,379 NAHANT RD,,NAHANT,7/26/12,3,3,3,,MA
1709988,379 SUMMER ST,,LYNNFIELD,7/30/14,3,3,3,,MA
326302,38 ALTON RD,,QUINCY,8/10/09,3,3,3,,MA
7321815,38 BROWNING RD,,SOMERVILLE,12/1/15,Not Discovered Yet,3,3,,MA
7325778,38 BURR RD,,NEWTON,5/5/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7329617,38 CANDY HILL LN,,SUDBURY,10/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
305648,38 CENTRAL AVE,,LYNN,10/24/07,3,3,3,,MA
1065798,38 CHATHAM WAY,,LYNNFIELD,11/26/12,3,3,3,,MA
1244317,38 CLOVELLY RD,,WELLESLEY,5/28/13,3,3,3,,MA
984820,38 DRABBINGTON WAY,,WESTON,8/29/12,3,3,3,,MA
7328357,38 DURANT RD,,WEYMOUTH,8/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
348333,38 DYER AVE,,MELROSE,7/2/11,3,3,3,,MA
222013,38 ELMWOOD AV,,BRAINTREE,9/18/01,3,3,3,,MA
1656892,38 FERN RD,,MEDFORD,6/9/14,3,3,3,,MA
325292,38 GERMAIN AVE,,QUINCY,8/4/09,3,3,3,,MA
1365537,38 GREAT LAKE DR,,SUDBURY,9/30/13,3,3,3,,MA
1393142,38 GROTON HARVARD RD,,AYER,7/13/13,3,3,3,,MA
200629,38 GROVE ST,,WINCHESTER,11/13/00,3,3,3,,MA
4208300,38 HUTCHINGS ST,,ROXBURY,5/22/15,Not Discovered Yet,3,3,,MA
261634,38 LAKEVIEW RD,,WEYMOUTH,6/8/04,3,3,3,,MA
152889,38 LAMBERT AV,,LYNN,6/23/99,3,3,3,,MA
296715,38 LINDEN ST,,WALTHAM,12/12/06,3,3,3,,MA
3718895,38 LITTLETON RD,,AYER,8/26/14,Missed,3,3,,MA
367515,38 LLEWELLYN RD,,NEWTON,8/29/11,3,3,3,,MA
290176,38 LOCKSLEY RD,,NEWTON,7/5/06,3,3,3,,MA
262645,38 LORNE ST,,DORCHESTER,6/18/04,3,3,3,,MA
324208,38 MAYPOLE RD,,QUINCY,6/25/09,3,3,3,,MA
4788167,38 MORELAND AVE,,NEWTON,7/9/15,Not Discovered Yet,3,3,,MA
233731,38 MOUNTAIN AV,,LYNN,8/5/02,3,3,3,,MA
7326481,38 OCEAN AVE,,SALEM,5/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4630670,38 OLD COLONY RD,,WELLESLEY,6/24/15,Not Discovered Yet,3,3,,MA
7323093,38 PRINCE ST,,NEWTON,1/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1393096,38 PROSPECT ST,,ACTON,7/9/12,3,3,3,,MA
7323783,38 PUTNAM ST,,NEWTON,2/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4614451,38 SAWYER RD,,WELLESLEY,6/25/15,Not Discovered Yet,3,3,,MA
335196,38 SCAMMELL ST,,QUINCY,7/2/10,3,3,3,,MA
1769387,38 SHETLAND RD,,MARBLEHEAD,10/16/14,3,3,3,,MA
238717,38 SIMON WILLARD RD,,CONCORD,8/12/02,3,3,3,,MA
7330075,38 STANDISH RD,,LYNN,11/6/16,Not Discovered Yet,Not Discovered Yet,3,,MA
958605,38 SWALLOW CAVE RD,,NAHANT,7/26/12,3,3,3,,MA
7327527,38 TEMPLE ST,,BOSTON,6/8/16,Not Discovered Yet,Not Discovered Yet,2,,MA
192964,38 TIOGA WY,,MARBLEHEAD,6/8/00,3,3,3,,MA
340607,38 WALK HILL ST,,JAMAICA PLAIN,9/7/10,3,3,3,,MA
283853,38 WENTWORTH RD,,MELROSE,1/2/06,3,3,3,,MA
299796,38 WEST ST,,MARBLEHEAD,4/20/07,3,3,3,,MA
347343,38 WEST ST,,WHITMAN,6/2/11,3,3,3,,MA
114272,380 ATLANTIC AV,,COHASSET,7/12/97,3,3,3,,MA
1372049,380 HARRISON AVE,,BOSTON,9/24/13,3,3,3,,MA
324702,380 HIGHLAND AVE,,QUINCY,7/17/09,3,3,3,,MA
879268,380 HOMER ST,,NEWTON,5/17/12,3,3,3,,MA
286787,380 PLEASANT ST,,WATERTOWN,3/29/06,3,3,3,,MA
124010,380 WASHINGTON ST,,BROOKLINE,5/19/98,3,3,3,,MA
7326987,381 BELMONT ST,,BELMONT,6/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
474855,381 LINCOLN AVE,,SAUGUS,9/26/11,3,3,3,,MA
283460,381 WARREN ST,,ROXBURY,12/14/05,3,3,3,,MA
2808175,381 WATERTOWN ST,,NEWTON,12/21/14,3,3,3,,MA
335701,382 MIDDLE ST,,WEYMOUTH,7/23/10,3,3,3,,MA
5590477,383 OLD AYER RD,,GROTON,8/21/15,Not Discovered Yet,3,3,,MA
7327657,383 PINE ST,,WEYMOUTH,7/15/16,Not Discovered Yet,Not Discovered Yet,3,,MA
330597,383 ROCKLAND ST,,ABINGTON,2/3/10,3,3,3,,MA
94351,384 BROAD ST,,WEYMOUTH,4/10/95,3,3,3,,MA
42157,384 GLEN RD,,WESTON,12/9/93,3,3,3,,MA
233424,384 MAIN ST,,WINCHESTER,7/29/02,3,3,3,,MA
7326361,384 TRAPELO RD,,BELMONT,6/3/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
198983,385 BROADWAY,,SAUGUS,10/16/00,3,3,3,,MA
1751718,385 CAMBRIDGE ST,,BURLINGTON,9/15/14,3,3,3,,MA
322586,385 MAIN ST,,HINGHAM,5/15/09,3,3,3,,MA
7326113,385 POND AVE,,BROOKLINE,5/31/16,Not Discovered Yet,Not Discovered Yet,3,,MA
223232,385A W BROADWAY,,SOUTH BOSTON,7/25/01,3,3,3,,MA
288906,387 MAIN ST,,GROVELAND,5/17/06,3,3,3,,MA
7328588,387 MEDFORD ST,,SOMERVILLE,8/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
902269,389 MAIN ST,,HINGHAM,5/24/12,3,3,3,,MA
1064805,389 WESTON RD,,WELLESLEY,11/20/12,3,3,3,,MA
333402,3892 WASHINGTON ST,,JAMAICA PLAIN,5/18/10,3,3,3,,MA
936175,39 ABBOTT RD,,WELLESLEY,7/13/12,3,3,3,,MA
7329111,39 ADAMS AVE,,SAUGUS,9/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7321954,39 AMHERST AVE,,WELLESLEY,12/2/15,Not Discovered Yet,3,3,,MA
198700,39 BELTRAN ST,,MALDEN,10/5/00,3,3,3,,MA
302819,39 BEXLEY RD,,ROSLINDALE,7/16/07,3,3,3,,MA
7329486,39 CHERRY ST,,MALDEN,10/13/16,Not Discovered Yet,Not Discovered Yet,3,,MA
309050,39 CHESTER AVE,,REVERE,3/13/08,3,3,3,,MA
7327334,39 COTTING ST,,MEDFORD,7/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327335,39 COTTING ST,,MEDFORD,7/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326630,39 COURT ST,,NEWTON,6/9/16,Not Discovered Yet,Not Discovered Yet,3,,MA
300068,39 CROCKER RD,,MEDFORD,4/27/07,3,3,3,,MA
324587,39 DARROW ST,,QUINCY,7/8/09,3,3,3,,MA
5337139,39 DOUBLET HILL RD,,WESTON,8/2/15,Not Discovered Yet,3,3,,MA
264070,39 E MAIN ST,,WEBSTER,8/3/04,3,3,3,,MA
334664,39 EVERTON ST,,DORCHESTER,6/7/10,3,3,3,,MA
4509445,39 GARFIELD ST,,QUINCY,6/15/15,Not Discovered Yet,3,3,,MA
3085018,39 GARFIELD TER,,LYNN,2/22/15,Not Discovered Yet,3,3,,MA
319019,39 GOETHE ST,,WEST ROXBURY,2/16/09,3,3,3,,MA
840285,39 GREYCLIFF RD,,BRIGHTON,3/12/12,3,3,3,,MA
347150,39 GROVE ST,,READING,5/27/11,3,3,3,,MA
7324364,39 H ST,,HULL,6/12/14,Missed 2,Missed 2,3,,MA
309550,39 HARVARD ST,,QUINCY,4/8/08,3,3,3,,MA
348460,39 HAVEN ESTATE RD,,BEVERLY,6/27/11,3,3,3,,MA
4228683,39 HIGH ST,,ACTON,5/18/15,Not Discovered Yet,3,3,,MA
329877,39 HOLMAN RD,,NEWTON,11/5/09,3,3,3,,MA
4219642,39 LAMBERT ST,,REVERE,5/26/15,Not Discovered Yet,3,3,,MA
341115,39 LAWTON ST,,BROOKLINE,10/11/10,3,3,3,,MA
1377904,39 MAIN ST,,ACTON,4/19/11,3,3,3,,MA
7330680,39 MARLBOROUGH ST,,BOSTON,12/9/16,Not Discovered Yet,Not Discovered Yet,2,,MA
919876,39 MEADOW DR,,MIDDLETON,6/25/12,3,3,3,,MA
1208805,39 ORNE ST,,MARBLEHEAD,5/1/13,3,3,3,,MA
323533,39 PROSPECT ST,,QUINCY,6/8/09,3,3,3,,MA
